,gid,setup,latitude,longitude,pitch,DATE,ghi_sum,ResultPVWm2Front,ResultPVWm2Back,ResultPVGround,edgemean,insidemean,testbedA1mean,testbedA2mean,testbedA3mean,testbedB1mean,testbedB2mean,testbedB3mean,testbedC1mean,testbedC2mean,testbedC3mean,edge_normGHI,inside_normGHI,testbedA1_normGHI,testbedA2_normGHI,testbedA3_normGHI,testbedB1_normGHI,testbedB2_normGHI,testbedB3_normGHI,testbedC1_normGHI,testbedC2_normGHI,testbedC3_normGHI
10,112711,1,42.810001373291016,-124.22000122070312,5,2021-06-21__12_30_00,326,322.07264444444445,35.396739999999994,"[113.5498, 113.8446, 115.8557, 117.6182, 121.7837, 126.1906, 133.6991, 140.039, 148.6157, 155.1327, 166.8215, 190.9005, 198.0178, 210.58900000000003, 218.282, 225.97709999999998, 230.7186, 236.4705, 242.2243, 247.06049999999996, 250.8941, 254.72889999999998, 258.2007, 259.9703, 261.7405, 261.488, 261.8973, 262.3065, 257.0742, 255.84309999999996, 254.6104, 250.8901, 247.6979, 244.5045, 233.6938, 228.4402, 223.18459999999996, 209.9369, 203.21629999999996, 196.4942, 184.8647, 161.0975, 154.2916, 142.1702, 135.43, 128.0548, 122.7477, 118.2197, 115.161, 115.40389999999998, 114.47589999999998]",129.66906999999998,233.18512903225806,216.70618,258.41436000000004,225.2303272727273,,,,,,,0.39775788343558277,0.7152918068474173,0.6647428834355827,0.7926820858895707,0.6908905744562187,,,,,,
11,112715,1,42.650001525878906,-124.22000122070312,5,2021-06-21__12_30_00,1004,1004.4815555555556,93.62308777777778,"[28.13865, 28.0215, 28.446659999999998, 28.82073, 30.28604, 31.40074, 32.85655, 34.66096, 37.72453, 39.55788, 45.53045, 964.2271, 971.1285000000001, 974.4667, 977.2811, 979.8911000000002, 982.5009, 983.5257, 984.7932999999999, 986.0605, 987.4266000000001, 988.2476, 989.0682, 988.6142999999998, 988.8543, 989.0934000000001, 988.9656, 989.0176, 989.0687000000001, 989.1198, 988.2105, 987.6859, 987.1604000000001, 984.9054, 983.8231, 982.7400000000001, 980.0419, 977.951, 975.8592, 971.3570999999998, 968.7338999999998, 49.75071, 42.19944, 39.68073, 35.25135, 33.23653, 31.08156, 29.786199999999997, 28.733459999999997, 28.05847, 27.383310000000005]",33.253800000000005,952.4306403225808,884.9405350000001,988.7476100000001,980.7698545454546,,,,,,,0.033121314741035864,0.9486360959388255,0.881414875498008,0.984808376494024,0.9768624049257516,,,,,,
12,112719,1,42.4900016784668,-124.22000122070312,5,2021-06-21__12_30_00,1000,999.0924666666665,93.14796444444444,"[30.249129999999997, 30.06759, 30.89984, 31.3128, 32.89935, 33.96479, 35.68846, 37.33006, 41.34815, 43.45569, 49.42679999999999, 955.2097, 962.6916, 966.5537, 969.7186, 972.5649, 975.4107, 976.1713999999998, 977.7747, 979.3776000000001, 980.9804, 981.0323, 981.614, 982.1955000000002, 982.777, 982.5975, 982.7271, 982.8557999999999, 982.9847, 981.9227, 981.437, 980.9506, 979.4907, 978.4955999999999, 977.4996, 975.0347, 973.2774, 971.5189999999999, 966.6553, 963.8856, 961.1155, 49.91366, 47.29064, 40.83347, 38.37337, 35.00611, 33.22784, 31.680179999999996, 30.66417, 30.62132, 30.269539999999996]",35.754808,945.6757322580644,878.48997,982.1686999999998,973.5782727272726,,,,,,,0.035754808,0.9456757322580643,0.87848997,0.9821686999999998,0.9735782727272726,,,,,,
13,112723,1,42.33000183105469,-124.22000122070312,5,2021-06-21__12_30_00,1012,1011.4265555555555,94.08248888888889,"[27.45683, 27.404029999999995, 28.59188, 29.06627, 29.545200000000005, 30.51168, 32.96805, 34.70365, 38.37118, 40.52951, 45.19228999999999, 970.8401, 977.7026, 980.7895, 983.8750999999999, 986.3759999999999, 988.8768, 989.5793, 991.1758999999998, 992.7722, 993.8197, 994.6536, 995.4872, 994.8356, 995.226, 995.6158, 996.0056, 996.3954, 995.5735, 995.2154999999999, 994.8569000000001, 993.8123, 993.0436, 992.274, 990.4177, 989.114, 987.8091, 985.0012, 982.5727, 980.1432, 973.2851999999999, 970.3502, 964.7235999999999, 38.98472, 34.28006, 32.54196, 30.6088, 29.32822, 29.15683, 28.50984, 27.90754]",125.27700250000001,958.7850835483869,890.717979,995.28279,987.4845363636364,,,,,,,0.12379150444664032,0.9474160904628328,0.8801561057312253,0.9834810177865613,0.9757752335609056,,,,,,
14,112727,1,42.16999816894531,-124.22000122070312,5,2021-06-21__12_30_00,1015,1015.4272222222223,94.9605,"[28.70523, 28.62573, 29.28552, 29.76094, 30.78998, 31.838260000000002, 33.7926, 35.5663, 38.18961, 40.48304, 46.536030000000004, 974.6406000000001, 980.7211000000001, 983.04, 985.3591, 990.9193, 993.1938999999999, 995.4681999999999, 996.1201, 997.2363, 998.3512, 998.4813, 999.112, 999.7419, 999.381, 999.5627, 999.7435, 999.9047, 999.7341, 999.5625999999999, 998.281, 997.7675, 997.2532, 995.339, 994.2246, 993.1093, 990.7206, 988.7341, 986.7466, 981.5349, 978.9951, 51.02475999999999, 42.55248, 39.7895, 960.9308, 958.9272, 31.4186, 30.22017, 29.3558, 28.77291, 28.73505]",126.43822399999999,962.5650170967742,894.3234630000001,999.3574999999998,991.1550818181819,,,,,,,0.12456967881773398,0.9483399183219451,0.8811068600985222,0.9845886699507388,0.9765074697716077,,,,,,
15,112731,1,42.0099983215332,-124.22000122070312,5,2021-06-21__12_30_00,1010,1009.6127777777778,94.16570444444443,"[29.681210000000004, 29.674359999999997, 30.397679999999998, 30.84478, 32.16647, 33.19395, 34.91436, 36.67844, 40.66316, 42.81374, 48.50096, 965.9462, 972.9612000000001, 976.0564, 980.0763000000001, 982.5985, 985.1202, 987.2527, 988.9335, 990.6141000000001, 990.5338, 991.4144, 992.2941, 992.7596, 993.1065, 993.4525, 992.9202, 992.8557, 992.7905999999999, 992.0428, 991.6528, 991.2621, 989.8519, 988.9097, 987.9667, 985.7343999999999, 984.1221, 982.5086, 978.3309, 975.6088, 972.8856, 49.422850000000004, 46.59022000000001, 40.94505, 38.2379, 34.82561, 33.07584, 946.2261, 945.1454, 30.49965, 30.09517]",126.80459700000002,955.8407696774194,887.806006,992.4170199999999,984.4394181818182,,,,,,,0.12554910594059407,0.9463769996806133,0.8790158475247525,0.982591108910891,0.9746924932493249,,,,,,
16,114693,1,44.56999969482422,-124.05999755859375,5,2021-06-21__12_30_00,978,976.8797111111112,90.91139888888888,"[31.23003, 31.13284, 31.996259999999996, 32.48676, 33.00738, 34.03144, 36.25095, 38.14624, 41.93814, 44.29716, 50.54648, 931.9528999999999, 938.4508, 941.451, 945.5854, 948.3743, 951.1625, 952.8938000000002, 954.5450999999999, 956.196, 957.0784, 958.0018, 958.9251, 959.5596, 960.0197, 960.4789, 959.4768, 959.448, 959.4177, 958.2455, 957.8905, 957.5347, 956.2722, 955.3193, 954.3654, 953.4115, 949.9495000000001, 947.7025, 945.4535, 939.3818, 936.6285000000001, 55.40643, 47.2689, 44.61341000000001, 39.29015, 37.04379, 34.28886, 32.96002, 31.63101, 31.32432, 30.884380000000004]",36.9614235,923.0877154838707,857.1158280000002,959.06515,950.3554,,,,,,,0.03779286656441718,0.9438524698199088,0.8763965521472394,0.9806392126789366,0.9717335378323109,,,,,,
17,114697,1,44.40999984741211,-124.05999755859375,5,2021-06-21__12_30_00,975,975.1862555555557,90.63522555555556,"[29.37479, 29.378, 29.210539999999998, 29.631829999999997, 31.558309999999995, 32.47027, 34.65129, 36.46226, 38.79132, 40.9713, 47.6086, 932.8955, 939.3453, 942.1115999999998, 944.8786999999999, 948.8101, 950.9354, 953.0605, 954.067, 955.2205, 956.3732999999999, 957.1194, 957.6254, 958.1309, 958.6385999999999, 958.8245000000001, 959.0096, 958.699, 958.5903, 958.4814, 958.2845000000001, 957.7800000000001, 957.2737000000001, 954.8436, 953.7006, 952.5566, 949.0234, 946.9641, 944.9038, 940.0275, 937.158, 48.43081, 45.85363, 39.79283, 37.31944, 34.5182, 32.72586, 31.14371, 30.18568, 29.472220000000004, 28.98636]",34.5464325,922.675529032258,856.8933199999999,958.1492400000001,950.2287090909092,,,,,,,0.035432238461538465,0.9463338759305211,0.8788649435897435,0.9827171692307693,0.9745935477855479,,,,,,
18,114701,1,44.25,-124.05999755859375,5,2021-06-21__12_30_00,975,974.3121888888888,91.10116222222223,"[26.64107, 26.49347, 27.84864, 28.30958, 29.047839999999997, 30.08228, 32.1414, 33.82429, 37.39846, 39.33401, 43.9941, 934.6030999999999, 939.5874, 943.2701000000001, 946.8816, 949.4434, 952.0045999999999, 953.5765, 955.0125000000002, 956.448, 956.6141000000001, 957.4442, 958.2734999999999, 957.9324, 958.2608999999999, 958.5885, 958.2395, 958.253, 958.2653, 958.2806999999999, 957.8930999999999, 957.5048, 957.1165, 954.2793, 953.1848999999999, 952.0894, 950.994, 949.8986, 945.1909, 943.0337, 940.8762, 44.93883, 42.98678, 41.03381, 34.22327, 32.26443, 30.778450000000003, 29.52182, 28.31062, 27.66257, 27.288390000000003]",32.5065005,923.1301548387096,857.48213,958.0152099999999,951.0964909090909,,,,,,,0.03334000051282052,0.9468001588089329,0.8794688512820512,0.9825797025641024,0.9754835804195804,,,,,,
19,114705,1,44.09000015258789,-124.05999755859375,5,2021-06-21__12_30_00,818,813.7523888888888,80.13742333333333,"[108.7421, 108.09999999999998, 112.0468, 114.3807, 118.3053, 123.9542, 136.3628, 143.8252, 158.4456, 168.5982, 191.8452, 639.7305, 663.7755, 673.5709, 683.366, 704.1405, 713.616, 723.0906, 733.7378, 739.2684, 744.7974, 748.2808, 751.6667000000001, 755.0499999999998, 755.2316, 756.627, 758.0186, 755.8745, 755.3838, 754.8901, 749.5647, 747.1295, 744.69, 735.4050000000001, 730.1144, 724.819, 708.8951000000001, 698.5502, 688.2003, 667.7085, 656.0866, 192.02149999999997, 181.8228, 159.5143, 147.7496, 134.7096, 126.0104, 117.055, 112.7362, 110.5095, 108.2959]",134.159285,704.9395225806452,646.6141399999999,753.5820499999999,713.7421181818182,,,,,,,0.16400890586797068,0.8617842574335516,0.7904818337408311,0.9212494498777505,0.872545376750389,,,,,,
