time_index,air_temperature,dhi,dni,ghi,surface_albedo,wind_speed
2021-01-01 00:30:00-07:00,-13.8,0,0,0,0.8,5.2
2021-01-01 01:30:00-07:00,-13.7,0,0,0,0.8,5.3
2021-01-01 02:30:00-07:00,-13.6,0,0,0,0.8,5.3
2021-01-01 03:30:00-07:00,-13.5,0,0,0,0.8,5.2
2021-01-01 04:30:00-07:00,-13.5,0,0,0,0.8,5.1
2021-01-01 05:30:00-07:00,-13.5,0,0,0,0.8,4.9
2021-01-01 06:30:00-07:00,-13.5,0,0,0,0.8,4.8
2021-01-01 07:30:00-07:00,-12.6,0,0,0,0.8,4.9
2021-01-01 08:30:00-07:00,-10.7,16,0,16,0.8,5.3
2021-01-01 09:30:00-07:00,-9.0,38,0,38,0.8,5.5
2021-01-01 10:30:00-07:00,-7.8,105,0,105,0.8,5.5
2021-01-01 11:30:00-07:00,-7.3,133,0,133,0.8,5.4
2021-01-01 12:30:00-07:00,-7.0,156,10,160,0.8,5.3
2021-01-01 13:30:00-07:00,-7.0,135,513,343,0.8,5.1
2021-01-01 14:30:00-07:00,-7.3,52,922,345,0.8,4.8
2021-01-01 15:30:00-07:00,-8.2,38,790,188,0.8,4.3
2021-01-01 16:30:00-07:00,-8.7,14,408,28,0.8,4.0
2021-01-01 17:30:00-07:00,-10.0,0,0,0,0.8,4.0
2021-01-01 18:30:00-07:00,-10.5,0,0,0,0.8,4.3
2021-01-01 19:30:00-07:00,-11.0,0,0,0,0.8,4.7
2021-01-01 20:30:00-07:00,-11.4,0,0,0,0.8,5.3
2021-01-01 21:30:00-07:00,-11.8,0,0,0,0.8,5.9
2021-01-01 22:30:00-07:00,-11.8,0,0,0,0.8,6.5
2021-01-01 23:30:00-07:00,-11.4,0,0,0,0.8,6.9
2021-01-02 00:30:00-07:00,-10.8,0,0,0,0.8,7.2
2021-01-02 01:30:00-07:00,-10.2,0,0,0,0.8,6.9
2021-01-02 02:30:00-07:00,-9.9,0,0,0,0.8,6.3
2021-01-02 03:30:00-07:00,-9.4,0,0,0,0.8,6.2
2021-01-02 04:30:00-07:00,-8.5,0,0,0,0.8,6.4
2021-01-02 05:30:00-07:00,-7.9,0,0,0,0.8,6.5
2021-01-02 06:30:00-07:00,-7.5,0,0,0,0.8,6.4
2021-01-02 07:30:00-07:00,-6.5,0,0,0,0.8,6.1
2021-01-02 08:30:00-07:00,-4.3,49,0,49,0.8,5.9
2021-01-02 09:30:00-07:00,-1.6,74,0,74,0.8,6.1
2021-01-02 10:30:00-07:00,0.7,167,52,187,0.8,6.0
2021-01-02 11:30:00-07:00,2.1,187,42,206,0.8,5.6
2021-01-02 12:30:00-07:00,2.8,205,91,246,0.8,4.9
2021-01-02 13:30:00-07:00,2.7,137,5,139,0.8,4.0
2021-01-02 14:30:00-07:00,1.5,45,926,341,0.8,3.0
2021-01-02 15:30:00-07:00,-0.9,34,797,187,0.8,1.9
2021-01-02 16:30:00-07:00,-2.3,16,0,16,0.8,1.5
2021-01-02 17:30:00-07:00,-3.7,0,0,0,0.77,1.2
2021-01-02 18:30:00-07:00,-4.3,0,0,0,0.77,1.3
2021-01-02 19:30:00-07:00,-4.8,0,0,0,0.77,1.3
2021-01-02 20:30:00-07:00,-5.2,0,0,0,0.77,1.2
2021-01-02 21:30:00-07:00,-5.6,0,0,0,0.77,1.1
2021-01-02 22:30:00-07:00,-6.0,0,0,0,0.77,1.0
2021-01-02 23:30:00-07:00,-6.2,0,0,0,0.77,1.0
2021-01-03 00:30:00-07:00,-6.1,0,0,0,0.77,1.1
2021-01-03 01:30:00-07:00,-5.9,0,0,0,0.77,1.2
2021-01-03 02:30:00-07:00,-5.8,0,0,0,0.77,1.3
2021-01-03 03:30:00-07:00,-5.9,0,0,0,0.77,1.3
2021-01-03 04:30:00-07:00,-5.9,0,0,0,0.77,1.3
2021-01-03 05:30:00-07:00,-6.4,0,0,0,0.77,0.9
2021-01-03 06:30:00-07:00,-7.5,0,0,0,0.77,0.5
2021-01-03 07:30:00-07:00,-6.8,0,0,0,0.77,0.4
2021-01-03 08:30:00-07:00,-4.2,64,33,69,0.77,0.3
2021-01-03 09:30:00-07:00,-1.9,47,895,318,0.77,0.3
2021-01-03 10:30:00-07:00,0.0,56,959,438,0.77,0.7
2021-01-03 11:30:00-07:00,1.1,59,989,504,0.77,1.0
2021-01-03 12:30:00-07:00,1.6,60,989,509,0.77,0.9
2021-01-03 13:30:00-07:00,1.5,58,964,453,0.77,0.9
2021-01-03 14:30:00-07:00,0.6,51,906,342,0.77,1.0
2021-01-03 15:30:00-07:00,-1.6,39,771,188,0.77,1.2
2021-01-03 16:30:00-07:00,-3.1,15,394,31,0.77,1.4
2021-01-03 17:30:00-07:00,-5.6,0,0,0,0.8,1.6
2021-01-03 18:30:00-07:00,-6.6,0,0,0,0.8,1.3
2021-01-03 19:30:00-07:00,-7.5,0,0,0,0.8,1.2
2021-01-03 20:30:00-07:00,-8.1,0,0,0,0.8,1.2
2021-01-03 21:30:00-07:00,-8.4,0,0,0,0.8,1.4
2021-01-03 22:30:00-07:00,-8.5,0,0,0,0.8,1.8
2021-01-03 23:30:00-07:00,-8.6,0,0,0,0.8,2.2
2021-01-04 00:30:00-07:00,-8.5,0,0,0,0.8,2.6
2021-01-04 01:30:00-07:00,-8.5,0,0,0,0.8,2.8
2021-01-04 02:30:00-07:00,-8.5,0,0,0,0.8,3.0
2021-01-04 03:30:00-07:00,-8.6,0,0,0,0.8,3.1
2021-01-04 04:30:00-07:00,-8.7,0,0,0,0.8,3.4
2021-01-04 05:30:00-07:00,-8.9,0,0,0,0.8,3.7
2021-01-04 06:30:00-07:00,-8.6,0,0,0,0.8,4.1
2021-01-04 07:30:00-07:00,-7.0,0,0,0,0.8,4.5
2021-01-04 08:30:00-07:00,-3.7,32,769,164,0.8,4.7
2021-01-04 09:30:00-07:00,-0.2,44,916,323,0.8,4.4
2021-01-04 10:30:00-07:00,2.3,53,979,444,0.8,4.3
2021-01-04 11:30:00-07:00,3.6,58,1005,511,0.8,4.2
2021-01-04 12:30:00-07:00,3.8,58,995,511,0.8,4.3
2021-01-04 13:30:00-07:00,3.3,55,973,456,0.8,4.3
2021-01-04 14:30:00-07:00,2.0,50,911,345,0.8,4.0
2021-01-04 15:30:00-07:00,-0.4,38,795,194,0.8,3.6
2021-01-04 16:30:00-07:00,-1.9,16,428,34,0.8,3.6
2021-01-04 17:30:00-07:00,-3.2,0,0,0,0.72,4.0
2021-01-04 18:30:00-07:00,-3.6,0,0,0,0.72,4.5
2021-01-04 19:30:00-07:00,-3.6,0,0,0,0.72,4.9
2021-01-04 20:30:00-07:00,-3.5,0,0,0,0.72,5.2
2021-01-04 21:30:00-07:00,-3.6,0,0,0,0.72,5.4
2021-01-04 22:30:00-07:00,-4.0,0,0,0,0.72,5.5
2021-01-04 23:30:00-07:00,-4.7,0,0,0,0.72,5.8
2021-01-05 00:30:00-07:00,-5.2,0,0,0,0.72,6.0
2021-01-05 01:30:00-07:00,-5.4,0,0,0,0.72,6.3
2021-01-05 02:30:00-07:00,-5.0,0,0,0,0.72,6.5
2021-01-05 03:30:00-07:00,-4.2,0,0,0,0.72,6.7
2021-01-05 04:30:00-07:00,-3.7,0,0,0,0.72,6.8
2021-01-05 05:30:00-07:00,-3.4,0,0,0,0.72,6.7
2021-01-05 06:30:00-07:00,-3.3,0,0,0,0.72,6.4
2021-01-05 07:30:00-07:00,-2.6,0,0,0,0.72,6.3
2021-01-05 08:30:00-07:00,-1.2,66,102,84,0.72,6.0
2021-01-05 09:30:00-07:00,0.5,103,0,103,0.72,5.8
2021-01-05 10:30:00-07:00,2.4,123,553,345,0.72,6.0
2021-01-05 11:30:00-07:00,3.4,201,272,324,0.72,6.2
2021-01-05 12:30:00-07:00,3.2,117,665,421,0.72,5.6
2021-01-05 13:30:00-07:00,2.5,91,708,384,0.72,4.9
2021-01-05 14:30:00-07:00,1.8,121,364,240,0.72,4.7
2021-01-05 15:30:00-07:00,0.6,40,753,190,0.72,4.5
2021-01-05 16:30:00-07:00,-0.4,16,393,34,0.72,4.4
2021-01-05 17:30:00-07:00,-1.8,0,0,0,0.65,4.4
2021-01-05 18:30:00-07:00,-2.2,0,0,0,0.65,4.6
2021-01-05 19:30:00-07:00,-2.6,0,0,0,0.65,4.7
2021-01-05 20:30:00-07:00,-3.0,0,0,0,0.65,4.6
2021-01-05 21:30:00-07:00,-3.2,0,0,0,0.65,4.6
2021-01-05 22:30:00-07:00,-3.4,0,0,0,0.65,4.6
2021-01-05 23:30:00-07:00,-3.6,0,0,0,0.65,4.8
2021-01-06 00:30:00-07:00,-3.7,0,0,0,0.65,5.0
2021-01-06 01:30:00-07:00,-3.5,0,0,0,0.65,5.1
2021-01-06 02:30:00-07:00,-3.2,0,0,0,0.65,5.2
2021-01-06 03:30:00-07:00,-2.7,0,0,0,0.65,5.3
2021-01-06 04:30:00-07:00,-2.0,0,0,0,0.65,5.4
2021-01-06 05:30:00-07:00,-1.5,0,0,0,0.65,5.5
2021-01-06 06:30:00-07:00,-1.2,0,0,0,0.65,5.5
2021-01-06 07:30:00-07:00,-0.3,0,0,0,0.65,5.8
2021-01-06 08:30:00-07:00,1.9,65,178,95,0.65,6.4
2021-01-06 09:30:00-07:00,4.3,71,0,71,0.65,6.9
2021-01-06 10:30:00-07:00,6.0,168,307,291,0.65,7.1
2021-01-06 11:30:00-07:00,7.0,162,494,386,0.65,6.9
2021-01-06 12:30:00-07:00,7.5,176,440,378,0.65,6.3
2021-01-06 13:30:00-07:00,7.3,131,548,359,0.65,5.5
2021-01-06 14:30:00-07:00,6.0,106,475,262,0.65,4.6
2021-01-06 15:30:00-07:00,3.4,34,774,190,0.65,4.2
2021-01-06 16:30:00-07:00,2.0,24,0,24,0.65,4.1
2021-01-06 17:30:00-07:00,0.8,0,0,0,0.17,4.7
2021-01-06 18:30:00-07:00,0.9,0,0,0,0.17,5.1
2021-01-06 19:30:00-07:00,1.0,0,0,0,0.17,5.4
2021-01-06 20:30:00-07:00,1.0,0,0,0,0.17,5.5
2021-01-06 21:30:00-07:00,0.9,0,0,0,0.17,5.5
2021-01-06 22:30:00-07:00,0.8,0,0,0,0.17,5.4
2021-01-06 23:30:00-07:00,0.7,0,0,0,0.17,5.1
2021-01-07 00:30:00-07:00,0.6,0,0,0,0.17,4.7
2021-01-07 01:30:00-07:00,0.5,0,0,0,0.17,4.4
2021-01-07 02:30:00-07:00,0.3,0,0,0,0.17,4.3
2021-01-07 03:30:00-07:00,0.2,0,0,0,0.17,4.1
2021-01-07 04:30:00-07:00,0.0,0,0,0,0.17,3.8
2021-01-07 05:30:00-07:00,-0.1,0,0,0,0.17,3.6
2021-01-07 06:30:00-07:00,-0.2,0,0,0,0.17,3.4
2021-01-07 07:30:00-07:00,0.7,0,0,0,0.17,3.3
2021-01-07 08:30:00-07:00,2.6,29,717,153,0.17,3.0
2021-01-07 09:30:00-07:00,4.7,40,864,305,0.17,2.6
2021-01-07 10:30:00-07:00,6.3,46,930,421,0.17,1.9
2021-01-07 11:30:00-07:00,7.3,47,966,488,0.17,1.5
2021-01-07 12:30:00-07:00,7.5,49,967,495,0.17,1.5
2021-01-07 13:30:00-07:00,7.1,48,943,443,0.17,1.6
2021-01-07 14:30:00-07:00,5.7,45,882,337,0.17,1.5
2021-01-07 15:30:00-07:00,2.5,36,752,190,0.17,1.2
2021-01-07 16:30:00-07:00,0.5,17,403,37,0.17,1.1
2021-01-07 17:30:00-07:00,-2.2,0,0,0,0.17,1.1
2021-01-07 18:30:00-07:00,-2.3,0,0,0,0.17,1.2
2021-01-07 19:30:00-07:00,-1.9,0,0,0,0.17,1.4
2021-01-07 20:30:00-07:00,-1.3,0,0,0,0.17,1.8
2021-01-07 21:30:00-07:00,-0.8,0,0,0,0.17,2.4
2021-01-07 22:30:00-07:00,-0.7,0,0,0,0.17,2.8
2021-01-07 23:30:00-07:00,-0.8,0,0,0,0.17,3.1
2021-01-08 00:30:00-07:00,-0.8,0,0,0,0.17,3.2
2021-01-08 01:30:00-07:00,-0.8,0,0,0,0.17,3.2
2021-01-08 02:30:00-07:00,-0.9,0,0,0,0.17,3.3
2021-01-08 03:30:00-07:00,-0.9,0,0,0,0.17,3.4
2021-01-08 04:30:00-07:00,-0.9,0,0,0,0.17,3.5
2021-01-08 05:30:00-07:00,-0.7,0,0,0,0.17,3.7
2021-01-08 06:30:00-07:00,-0.4,0,0,0,0.17,3.8
2021-01-08 07:30:00-07:00,1.1,0,0,0,0.17,4.0
2021-01-08 08:30:00-07:00,3.8,31,713,154,0.17,3.9
2021-01-08 09:30:00-07:00,6.7,40,866,306,0.17,3.3
2021-01-08 10:30:00-07:00,8.9,95,680,370,0.17,2.4
2021-01-08 11:30:00-07:00,10.0,193,349,353,0.17,1.7
2021-01-08 12:30:00-07:00,10.1,200,326,352,0.17,1.3
2021-01-08 13:30:00-07:00,9.4,192,119,242,0.17,0.9
2021-01-08 14:30:00-07:00,6.9,137,52,155,0.17,0.6
2021-01-08 15:30:00-07:00,3.9,5,0,5,0.17,0.4
2021-01-08 16:30:00-07:00,2.8,8,0,8,0.17,0.4
2021-01-08 17:30:00-07:00,1.2,0,0,0,0.7,0.7
2021-01-08 18:30:00-07:00,0.7,0,0,0,0.7,0.8
2021-01-08 19:30:00-07:00,0.7,0,0,0,0.7,0.8
2021-01-08 20:30:00-07:00,0.7,0,0,0,0.7,0.8
2021-01-08 21:30:00-07:00,0.4,0,0,0,0.7,0.7
2021-01-08 22:30:00-07:00,-0.1,0,0,0,0.7,0.6
2021-01-08 23:30:00-07:00,-0.4,0,0,0,0.7,0.5
2021-01-09 00:30:00-07:00,-0.5,0,0,0,0.7,0.3
2021-01-09 01:30:00-07:00,-0.7,0,0,0,0.7,0.2
2021-01-09 02:30:00-07:00,-1.1,0,0,0,0.7,0.5
2021-01-09 03:30:00-07:00,-1.5,0,0,0,0.7,1.0
2021-01-09 04:30:00-07:00,-2.0,0,0,0,0.7,1.5
2021-01-09 05:30:00-07:00,-2.6,0,0,0,0.7,1.8
2021-01-09 06:30:00-07:00,-3.1,0,0,0,0.7,2.0
2021-01-09 07:30:00-07:00,-3.2,0,0,0,0.7,2.4
2021-01-09 08:30:00-07:00,-2.7,10,0,10,0.7,2.7
2021-01-09 09:30:00-07:00,-2.1,41,0,41,0.7,3.2
2021-01-09 10:30:00-07:00,-1.8,184,132,237,0.7,3.9
2021-01-09 11:30:00-07:00,-2.2,212,219,312,0.7,4.5
2021-01-09 12:30:00-07:00,-2.9,179,23,190,0.7,4.7
2021-01-09 13:30:00-07:00,-3.7,135,2,136,0.7,4.6
2021-01-09 14:30:00-07:00,-4.4,81,0,81,0.7,4.1
2021-01-09 15:30:00-07:00,-5.4,83,72,98,0.7,3.6
2021-01-09 16:30:00-07:00,-5.9,15,0,15,0.7,3.4
2021-01-09 17:30:00-07:00,-7.2,0,0,0,0.8,3.2
2021-01-09 18:30:00-07:00,-7.8,0,0,0,0.8,3.2
2021-01-09 19:30:00-07:00,-8.6,0,0,0,0.8,3.3
2021-01-09 20:30:00-07:00,-9.3,0,0,0,0.8,3.4
2021-01-09 21:30:00-07:00,-9.7,0,0,0,0.8,3.4
2021-01-09 22:30:00-07:00,-10.1,0,0,0,0.8,3.3
2021-01-09 23:30:00-07:00,-10.6,0,0,0,0.8,3.3
2021-01-10 00:30:00-07:00,-11.2,0,0,0,0.8,3.2
2021-01-10 01:30:00-07:00,-11.7,0,0,0,0.8,3.2
2021-01-10 02:30:00-07:00,-12.3,0,0,0,0.8,3.1
2021-01-10 03:30:00-07:00,-12.8,0,0,0,0.8,3.0
2021-01-10 04:30:00-07:00,-13.3,0,0,0,0.8,2.8
2021-01-10 05:30:00-07:00,-13.6,0,0,0,0.8,2.5
2021-01-10 06:30:00-07:00,-13.7,0,0,0,0.8,2.2
2021-01-10 07:30:00-07:00,-13.2,0,0,0,0.8,2.0
2021-01-10 08:30:00-07:00,-12.1,45,702,167,0.8,2.0
2021-01-10 09:30:00-07:00,-10.8,61,879,334,0.8,2.1
2021-01-10 10:30:00-07:00,-9.7,70,959,461,0.8,2.2
2021-01-10 11:30:00-07:00,-8.8,72,997,532,0.8,2.3
2021-01-10 12:30:00-07:00,-8.3,71,1002,540,0.8,2.3
2021-01-10 13:30:00-07:00,-8.1,67,982,486,0.8,2.1
2021-01-10 14:30:00-07:00,-8.3,60,922,373,0.8,1.6
2021-01-10 15:30:00-07:00,-9.1,45,798,215,0.8,1.0
2021-01-10 16:30:00-07:00,-9.8,20,462,47,0.8,0.7
2021-01-10 17:30:00-07:00,-12.1,0,0,0,0.8,0.7
2021-01-10 18:30:00-07:00,-13.1,0,0,0,0.8,1.3
2021-01-10 19:30:00-07:00,-13.8,0,0,0,0.8,1.9
2021-01-10 20:30:00-07:00,-14.3,0,0,0,0.8,2.2
2021-01-10 21:30:00-07:00,-14.5,0,0,0,0.8,2.5
2021-01-10 22:30:00-07:00,-14.8,0,0,0,0.8,2.8
2021-01-10 23:30:00-07:00,-15.0,0,0,0,0.8,2.9
2021-01-11 00:30:00-07:00,-15.1,0,0,0,0.8,3.0
2021-01-11 01:30:00-07:00,-15.1,0,0,0,0.8,2.8
2021-01-11 02:30:00-07:00,-15.1,0,0,0,0.8,2.5
2021-01-11 03:30:00-07:00,-15.1,0,0,0,0.8,2.1
2021-01-11 04:30:00-07:00,-15.0,0,0,0,0.8,1.6
2021-01-11 05:30:00-07:00,-15.0,0,0,0,0.8,1.2
2021-01-11 06:30:00-07:00,-15.0,0,0,0,0.8,1.0
2021-01-11 07:30:00-07:00,-13.6,0,0,0,0.8,1.2
2021-01-11 08:30:00-07:00,-10.5,34,812,176,0.8,1.9
2021-01-11 09:30:00-07:00,-7.7,46,957,344,0.8,2.9
2021-01-11 10:30:00-07:00,-5.8,54,1021,473,0.8,3.6
2021-01-11 11:30:00-07:00,-4.3,60,1023,535,0.8,3.7
2021-01-11 12:30:00-07:00,-3.4,60,1027,543,0.8,3.5
2021-01-11 13:30:00-07:00,-3.1,56,1009,489,0.8,3.0
2021-01-11 14:30:00-07:00,-3.9,52,952,378,0.8,2.0
2021-01-11 15:30:00-07:00,-6.2,81,247,134,0.8,1.0
2021-01-11 16:30:00-07:00,-7.9,22,154,31,0.8,0.6
2021-01-11 17:30:00-07:00,-10.9,0,0,0,0.8,1.4
2021-01-11 18:30:00-07:00,-12.1,0,0,0,0.8,1.7
2021-01-11 19:30:00-07:00,-12.9,0,0,0,0.8,1.7
2021-01-11 20:30:00-07:00,-13.6,0,0,0,0.8,1.8
2021-01-11 21:30:00-07:00,-14.0,0,0,0,0.8,1.9
2021-01-11 22:30:00-07:00,-14.3,0,0,0,0.8,2.0
2021-01-11 23:30:00-07:00,-14.3,0,0,0,0.8,2.0
2021-01-12 00:30:00-07:00,-14.3,0,0,0,0.8,2.0
2021-01-12 01:30:00-07:00,-14.2,0,0,0,0.8,2.1
2021-01-12 02:30:00-07:00,-14.1,0,0,0,0.8,2.3
2021-01-12 03:30:00-07:00,-13.8,0,0,0,0.8,2.4
2021-01-12 04:30:00-07:00,-13.6,0,0,0,0.8,2.6
2021-01-12 05:30:00-07:00,-13.3,0,0,0,0.8,2.8
2021-01-12 06:30:00-07:00,-12.7,0,0,0,0.8,3.3
2021-01-12 07:30:00-07:00,-11.0,0,0,0,0.8,3.7
2021-01-12 08:30:00-07:00,-7.4,23,0,23,0.8,3.5
2021-01-12 09:30:00-07:00,-3.2,103,0,103,0.8,2.7
2021-01-12 10:30:00-07:00,0.7,185,120,235,0.8,2.1
2021-01-12 11:30:00-07:00,3.5,60,977,515,0.8,1.8
2021-01-12 12:30:00-07:00,4.9,61,980,525,0.8,1.7
2021-01-12 13:30:00-07:00,5.2,58,960,472,0.8,1.6
2021-01-12 14:30:00-07:00,4.2,52,905,364,0.8,1.4
2021-01-12 15:30:00-07:00,1.7,81,17,85,0.8,1.0
2021-01-12 16:30:00-07:00,0.2,22,170,33,0.8,0.8
2021-01-12 17:30:00-07:00,-1.1,0,0,0,0.65,2.0
2021-01-12 18:30:00-07:00,-1.7,0,0,0,0.65,2.9
2021-01-12 19:30:00-07:00,-2.4,0,0,0,0.65,3.7
2021-01-12 20:30:00-07:00,-2.9,0,0,0,0.65,4.0
2021-01-12 21:30:00-07:00,-3.1,0,0,0,0.65,4.0
2021-01-12 22:30:00-07:00,-3.0,0,0,0,0.65,4.1
2021-01-12 23:30:00-07:00,-2.8,0,0,0,0.65,4.3
2021-01-13 00:30:00-07:00,-2.7,0,0,0,0.65,4.3
2021-01-13 01:30:00-07:00,-2.7,0,0,0,0.65,4.4
2021-01-13 02:30:00-07:00,-2.7,0,0,0,0.65,4.5
2021-01-13 03:30:00-07:00,-2.6,0,0,0,0.65,4.5
2021-01-13 04:30:00-07:00,-2.3,0,0,0,0.65,4.3
2021-01-13 05:30:00-07:00,-1.8,0,0,0,0.65,3.9
2021-01-13 06:30:00-07:00,-1.1,0,0,0,0.65,3.6
2021-01-13 07:30:00-07:00,-0.2,3,0,3,0.65,3.4
2021-01-13 08:30:00-07:00,1.6,43,0,43,0.65,3.6
2021-01-13 09:30:00-07:00,4.1,49,860,319,0.65,4.1
2021-01-13 10:30:00-07:00,6.3,56,935,443,0.65,4.4
2021-01-13 11:30:00-07:00,7.9,57,969,511,0.65,4.0
2021-01-13 12:30:00-07:00,8.7,212,291,350,0.65,3.3
2021-01-13 13:30:00-07:00,8.6,56,950,469,0.65,2.4
2021-01-13 14:30:00-07:00,7.0,49,897,362,0.65,1.2
2021-01-13 15:30:00-07:00,3.7,89,116,115,0.65,0.5
2021-01-13 16:30:00-07:00,1.7,24,137,33,0.65,0.4
2021-01-13 17:30:00-07:00,-0.5,0,0,0,0.65,0.9
2021-01-13 18:30:00-07:00,-0.4,0,0,0,0.65,1.3
2021-01-13 19:30:00-07:00,0.4,0,0,0,0.65,1.8
2021-01-13 20:30:00-07:00,1.3,0,0,0,0.65,2.1
2021-01-13 21:30:00-07:00,1.8,0,0,0,0.65,2.0
2021-01-13 22:30:00-07:00,1.5,0,0,0,0.65,1.7
2021-01-13 23:30:00-07:00,1.0,0,0,0,0.65,1.3
2021-01-14 00:30:00-07:00,1.0,0,0,0,0.65,0.8
2021-01-14 01:30:00-07:00,1.0,0,0,0,0.65,0.5
2021-01-14 02:30:00-07:00,0.5,0,0,0,0.65,0.6
2021-01-14 03:30:00-07:00,0.1,0,0,0,0.65,0.9
2021-01-14 04:30:00-07:00,-0.1,0,0,0,0.65,1.0
2021-01-14 05:30:00-07:00,0.0,0,0,0,0.65,1.4
2021-01-14 06:30:00-07:00,-0.1,0,0,0,0.65,2.0
2021-01-14 07:30:00-07:00,1.0,11,274,16,0.65,3.1
2021-01-14 08:30:00-07:00,3.3,33,728,164,0.65,4.2
2021-01-14 09:30:00-07:00,5.4,45,884,324,0.65,4.7
2021-01-14 10:30:00-07:00,7.1,52,950,447,0.65,4.5
2021-01-14 11:30:00-07:00,8.3,58,975,517,0.65,4.0
2021-01-14 12:30:00-07:00,8.9,62,981,532,0.65,3.5
2021-01-14 13:30:00-07:00,8.7,60,959,480,0.65,2.8
2021-01-14 14:30:00-07:00,7.2,53,906,372,0.65,1.6
2021-01-14 15:30:00-07:00,4.5,43,785,220,0.65,1.0
2021-01-14 16:30:00-07:00,3.0,25,119,33,0.65,1.0
2021-01-14 17:30:00-07:00,1.0,0,0,0,0.65,2.2
2021-01-14 18:30:00-07:00,-0.1,0,0,0,0.65,3.1
2021-01-14 19:30:00-07:00,-0.9,0,0,0,0.65,3.6
2021-01-14 20:30:00-07:00,-1.3,0,0,0,0.65,3.7
2021-01-14 21:30:00-07:00,-1.2,0,0,0,0.65,3.7
2021-01-14 22:30:00-07:00,-1.0,0,0,0,0.65,3.7
2021-01-14 23:30:00-07:00,-1.0,0,0,0,0.65,3.8
2021-01-15 00:30:00-07:00,-1.0,0,0,0,0.65,3.9
2021-01-15 01:30:00-07:00,-0.8,0,0,0,0.65,4.0
2021-01-15 02:30:00-07:00,-0.4,0,0,0,0.65,4.3
2021-01-15 03:30:00-07:00,-0.1,0,0,0,0.65,4.6
2021-01-15 04:30:00-07:00,-0.2,0,0,0,0.65,4.6
2021-01-15 05:30:00-07:00,0.0,0,0,0,0.65,4.4
2021-01-15 06:30:00-07:00,0.4,0,0,0,0.65,4.0
2021-01-15 07:30:00-07:00,1.5,7,0,7,0.65,3.8
2021-01-15 08:30:00-07:00,3.6,70,120,92,0.65,3.8
2021-01-15 09:30:00-07:00,6.2,71,0,71,0.65,3.2
2021-01-15 10:30:00-07:00,8.4,124,0,124,0.65,1.9
2021-01-15 11:30:00-07:00,9.6,72,0,72,0.65,1.1
2021-01-15 12:30:00-07:00,9.4,84,0,84,0.65,0.7
2021-01-15 13:30:00-07:00,7.9,110,0,110,0.65,0.3
2021-01-15 14:30:00-07:00,5.5,115,0,115,0.65,0.4
2021-01-15 15:30:00-07:00,3.0,85,18,89,0.65,0.6
2021-01-15 16:30:00-07:00,1.9,25,202,40,0.65,0.8
2021-01-15 17:30:00-07:00,1.4,0,0,0,0.65,0.8
2021-01-15 18:30:00-07:00,1.2,0,0,0,0.65,1.1
2021-01-15 19:30:00-07:00,0.0,0,0,0,0.65,1.8
2021-01-15 20:30:00-07:00,-1.2,0,0,0,0.65,2.4
2021-01-15 21:30:00-07:00,-1.7,0,0,0,0.65,2.7
2021-01-15 22:30:00-07:00,-1.1,0,0,0,0.65,2.9
2021-01-15 23:30:00-07:00,-0.7,0,0,0,0.65,2.8
2021-01-16 00:30:00-07:00,-0.8,0,0,0,0.65,2.7
2021-01-16 01:30:00-07:00,-0.9,0,0,0,0.65,2.9
2021-01-16 02:30:00-07:00,-1.2,0,0,0,0.65,3.1
2021-01-16 03:30:00-07:00,-1.5,0,0,0,0.65,3.3
2021-01-16 04:30:00-07:00,-1.6,0,0,0,0.65,3.3
2021-01-16 05:30:00-07:00,-1.6,0,0,0,0.65,3.3
2021-01-16 06:30:00-07:00,-1.5,0,0,0,0.65,3.2
2021-01-16 07:30:00-07:00,0.0,8,0,8,0.65,3.4
2021-01-16 08:30:00-07:00,2.6,61,330,121,0.65,3.5
2021-01-16 09:30:00-07:00,4.7,121,344,231,0.65,3.5
2021-01-16 10:30:00-07:00,5.8,185,79,218,0.65,3.3
2021-01-16 11:30:00-07:00,6.4,223,198,317,0.65,3.2
2021-01-16 12:30:00-07:00,7.0,191,27,204,0.65,3.6
2021-01-16 13:30:00-07:00,7.5,116,0,116,0.65,4.0
2021-01-16 14:30:00-07:00,7.1,153,227,235,0.65,4.5
2021-01-16 15:30:00-07:00,5.5,60,539,186,0.65,4.8
2021-01-16 16:30:00-07:00,4.5,25,262,45,0.65,4.8
2021-01-16 17:30:00-07:00,3.2,0,0,0,0.16,4.9
2021-01-16 18:30:00-07:00,2.8,0,0,0,0.16,4.8
2021-01-16 19:30:00-07:00,2.4,0,0,0,0.16,4.7
2021-01-16 20:30:00-07:00,2.6,0,0,0,0.16,4.7
2021-01-16 21:30:00-07:00,3.2,0,0,0,0.16,4.9
2021-01-16 22:30:00-07:00,3.4,0,0,0,0.16,5.5
2021-01-16 23:30:00-07:00,3.4,0,0,0,0.16,5.9
2021-01-17 00:30:00-07:00,3.4,0,0,0,0.16,5.8
2021-01-17 01:30:00-07:00,3.7,0,0,0,0.16,5.2
2021-01-17 02:30:00-07:00,3.6,0,0,0,0.16,4.4
2021-01-17 03:30:00-07:00,3.3,0,0,0,0.16,3.6
2021-01-17 04:30:00-07:00,2.8,0,0,0,0.16,3.0
2021-01-17 05:30:00-07:00,2.1,0,0,0,0.16,2.7
2021-01-17 06:30:00-07:00,2.2,0,0,0,0.16,2.7
