time_index,air_temperature,dhi,dni,ghi,surface_albedo,wind_speed
2021-02-12 05:30:00-07:00,-5.7,0,0,0,0.66,1.0
2021-02-12 06:30:00-07:00,-4.8,0,0,0,0.66,1.7
2021-02-12 07:30:00-07:00,-2.7,33,121,44,0.66,2.3
2021-02-12 08:30:00-07:00,-0.1,109,112,138,0.66,2.7
2021-02-12 09:30:00-07:00,2.5,120,0,120,0.66,2.8
2021-02-12 10:30:00-07:00,4.5,220,44,243,0.66,2.7
2021-02-12 11:30:00-07:00,5.9,243,36,264,0.66,2.9
2021-02-12 12:30:00-07:00,6.5,157,5,160,0.66,3.2
2021-02-12 13:30:00-07:00,6.5,157,5,159,0.66,3.4
2021-02-12 14:30:00-07:00,6.4,175,19,184,0.66,3.4
2021-02-12 15:30:00-07:00,5.8,17,0,17,0.66,3.5
2021-02-12 16:30:00-07:00,5.2,55,0,55,0.66,3.6
2021-02-12 17:30:00-07:00,2.6,0,0,0,0.65,3.9
2021-02-12 18:30:00-07:00,1.6,0,0,0,0.65,4.2
2021-02-12 19:30:00-07:00,1.0,0,0,0,0.65,4.3
2021-02-12 20:30:00-07:00,1.0,0,0,0,0.65,4.2
2021-02-12 21:30:00-07:00,1.4,0,0,0,0.65,4.2
2021-02-12 22:30:00-07:00,1.6,0,0,0,0.65,4.3
2021-02-12 23:30:00-07:00,1.2,0,0,0,0.65,4.5
2021-02-13 00:30:00-07:00,0.9,0,0,0,0.65,4.6
2021-02-13 01:30:00-07:00,0.8,0,0,0,0.65,4.5
2021-02-13 02:30:00-07:00,0.6,0,0,0,0.65,4.1
2021-02-13 03:30:00-07:00,0.4,0,0,0,0.65,3.6
2021-02-13 04:30:00-07:00,0.4,0,0,0,0.65,3.1
2021-02-13 05:30:00-07:00,0.5,0,0,0,0.65,2.7
2021-02-13 06:30:00-07:00,1.3,0,0,0,0.65,2.5
2021-02-13 07:30:00-07:00,3.5,24,542,76,0.65,2.7
2021-02-13 08:30:00-07:00,6.4,42,825,264,0.65,3.4
2021-02-13 09:30:00-07:00,9.0,179,270,291,0.65,4.6
2021-02-13 10:30:00-07:00,10.9,60,984,575,0.65,5.6
2021-02-13 11:30:00-07:00,11.9,274,305,452,0.65,6.3
2021-02-13 12:30:00-07:00,12.3,209,557,543,0.65,6.8
2021-02-13 13:30:00-07:00,11.8,182,585,509,0.65,6.9
2021-02-13 14:30:00-07:00,10.2,65,962,521,0.65,5.9
2021-02-13 15:30:00-07:00,7.4,113,472,276,0.65,4.0
2021-02-13 16:30:00-07:00,5.8,40,687,166,0.65,3.0
2021-02-13 17:30:00-07:00,2.3,0,0,0,0.19,2.2
2021-02-13 18:30:00-07:00,2.5,0,0,0,0.19,2.8
2021-02-13 19:30:00-07:00,2.7,0,0,0,0.19,3.5
2021-02-13 20:30:00-07:00,1.8,0,0,0,0.19,3.6
2021-02-13 21:30:00-07:00,1.0,0,0,0,0.19,3.4
2021-02-13 22:30:00-07:00,1.0,0,0,0,0.19,3.4
2021-02-13 23:30:00-07:00,1.0,0,0,0,0.19,3.6
2021-02-14 00:30:00-07:00,0.6,0,0,0,0.19,3.9
2021-02-14 01:30:00-07:00,-0.2,0,0,0,0.19,3.8
2021-02-14 02:30:00-07:00,-1.0,0,0,0,0.19,3.4
2021-02-14 03:30:00-07:00,-1.7,0,0,0,0.19,2.9
2021-02-14 04:30:00-07:00,-2.4,0,0,0,0.19,2.4
2021-02-14 05:30:00-07:00,-2.9,0,0,0,0.19,1.9
2021-02-14 06:30:00-07:00,-2.2,0,0,0,0.19,1.6
2021-02-14 07:30:00-07:00,0.2,24,592,83,0.19,1.5
2021-02-14 08:30:00-07:00,2.9,39,860,275,0.19,2.1
2021-02-14 09:30:00-07:00,5.3,161,401,329,0.19,2.8
2021-02-14 10:30:00-07:00,7.2,50,1006,582,0.19,3.3
2021-02-14 11:30:00-07:00,8.4,52,1023,655,0.19,3.6
2021-02-14 12:30:00-07:00,9.3,268,376,495,0.19,3.5
2021-02-14 13:30:00-07:00,9.6,248,365,454,0.19,3.2
2021-02-14 14:30:00-07:00,8.9,218,240,333,0.19,2.7
2021-02-14 15:30:00-07:00,7.0,149,197,218,0.19,2.1
2021-02-14 16:30:00-07:00,6.1,34,710,167,0.19,1.9
2021-02-14 17:30:00-07:00,4.2,0,0,0,0.19,2.3
2021-02-14 18:30:00-07:00,4.0,0,0,0,0.19,3.1
2021-02-14 19:30:00-07:00,3.6,0,0,0,0.19,3.5
2021-02-14 20:30:00-07:00,3.6,0,0,0,0.19,3.6
2021-02-14 21:30:00-07:00,3.8,0,0,0,0.19,3.8
2021-02-14 22:30:00-07:00,4.0,0,0,0,0.19,4.0
2021-02-14 23:30:00-07:00,4.2,0,0,0,0.19,4.3
2021-02-15 00:30:00-07:00,4.3,0,0,0,0.19,4.8
2021-02-15 01:30:00-07:00,4.7,0,0,0,0.19,5.7
2021-02-15 02:30:00-07:00,5.7,0,0,0,0.19,6.7
2021-02-15 03:30:00-07:00,6.3,0,0,0,0.19,6.9
2021-02-15 04:30:00-07:00,6.0,0,0,0,0.19,6.1
2021-02-15 05:30:00-07:00,5.5,0,0,0,0.19,5.2
2021-02-15 06:30:00-07:00,6.0,0,0,0,0.19,4.6
2021-02-15 07:30:00-07:00,7.9,37,77,46,0.19,4.2
2021-02-15 08:30:00-07:00,9.7,109,255,180,0.19,3.9
2021-02-15 09:30:00-07:00,10.6,180,301,307,0.19,3.5
2021-02-15 10:30:00-07:00,11.3,204,23,216,0.19,3.3
2021-02-15 11:30:00-07:00,11.9,293,141,377,0.19,3.5
2021-02-15 12:30:00-07:00,12.3,284,319,478,0.19,3.7
2021-02-15 13:30:00-07:00,12.3,229,447,483,0.19,3.6
2021-02-15 14:30:00-07:00,11.6,185,442,398,0.19,2.9
2021-02-15 15:30:00-07:00,9.6,146,263,239,0.19,1.6
2021-02-15 16:30:00-07:00,8.2,71,210,111,0.19,0.9
2021-02-15 17:30:00-07:00,2.4,0,0,0,0.19,1.3
2021-02-15 18:30:00-07:00,1.0,0,0,0,0.19,1.8
2021-02-15 19:30:00-07:00,0.6,0,0,0,0.19,1.9
2021-02-15 20:30:00-07:00,0.1,0,0,0,0.19,1.7
2021-02-15 21:30:00-07:00,-0.4,0,0,0,0.19,1.7
2021-02-15 22:30:00-07:00,-0.4,0,0,0,0.19,1.9
2021-02-15 23:30:00-07:00,-0.1,0,0,0,0.19,2.2
2021-02-16 00:30:00-07:00,0.5,0,0,0,0.19,2.7
2021-02-16 01:30:00-07:00,0.7,0,0,0,0.19,3.2
2021-02-16 02:30:00-07:00,0.8,0,0,0,0.19,3.4
2021-02-16 03:30:00-07:00,1.1,0,0,0,0.19,3.4
2021-02-16 04:30:00-07:00,1.6,0,0,0,0.19,3.4
2021-02-16 05:30:00-07:00,2.0,0,0,0,0.19,3.3
2021-02-16 06:30:00-07:00,2.9,0,0,0,0.19,3.3
2021-02-16 07:30:00-07:00,5.1,38,166,56,0.19,3.5
2021-02-16 08:30:00-07:00,8.2,116,171,165,0.19,3.6
2021-02-16 09:30:00-07:00,11.4,147,499,361,0.19,4.1
2021-02-16 10:30:00-07:00,13.5,212,450,455,0.19,5.1
2021-02-16 11:30:00-07:00,14.3,221,518,532,0.19,5.8
2021-02-16 12:30:00-07:00,14.8,179,677,594,0.19,6.5
2021-02-16 13:30:00-07:00,14.8,197,553,515,0.19,7.2
2021-02-16 14:30:00-07:00,13.9,47,977,523,0.19,7.3
2021-02-16 15:30:00-07:00,12.1,41,907,366,0.19,6.4
2021-02-16 16:30:00-07:00,10.9,34,749,181,0.19,5.6
2021-02-16 17:30:00-07:00,7.4,0,0,0,0.19,4.8
2021-02-16 18:30:00-07:00,6.4,0,0,0,0.19,4.3
2021-02-16 19:30:00-07:00,5.3,0,0,0,0.19,3.8
2021-02-16 20:30:00-07:00,4.5,0,0,0,0.19,5.0
2021-02-16 21:30:00-07:00,3.2,0,0,0,0.19,6.8
2021-02-16 22:30:00-07:00,1.1,0,0,0,0.19,7.7
2021-02-16 23:30:00-07:00,-0.8,0,0,0,0.19,8.1
2021-02-17 00:30:00-07:00,-2.3,0,0,0,0.19,7.9
2021-02-17 01:30:00-07:00,-3.5,0,0,0,0.19,6.8
2021-02-17 02:30:00-07:00,-4.5,0,0,0,0.19,5.6
2021-02-17 03:30:00-07:00,-4.8,0,0,0,0.19,5.1
2021-02-17 04:30:00-07:00,-4.7,0,0,0,0.19,4.8
2021-02-17 05:30:00-07:00,-4.2,0,0,0,0.19,4.7
2021-02-17 06:30:00-07:00,-2.6,0,0,0,0.19,4.8
2021-02-17 07:30:00-07:00,0.7,36,302,70,0.19,5.2
2021-02-17 08:30:00-07:00,4.4,99,384,210,0.19,6.1
2021-02-17 09:30:00-07:00,7.5,140,531,370,0.19,7.1
2021-02-17 10:30:00-07:00,9.9,162,618,498,0.19,7.5
2021-02-17 11:30:00-07:00,11.4,208,571,553,0.19,7.4
2021-02-17 12:30:00-07:00,12.3,210,587,572,0.19,6.9
2021-02-17 13:30:00-07:00,12.6,218,490,502,0.19,6.3
2021-02-17 14:30:00-07:00,11.9,208,353,382,0.19,5.0
2021-02-17 15:30:00-07:00,9.6,141,340,264,0.19,3.4
2021-02-17 16:30:00-07:00,8.0,47,557,158,0.19,2.7
2021-02-17 17:30:00-07:00,3.8,7,0,7,0.19,2.7
2021-02-17 18:30:00-07:00,2.5,0,0,0,0.19,3.4
2021-02-17 19:30:00-07:00,1.3,0,0,0,0.19,3.8
2021-02-17 20:30:00-07:00,0.5,0,0,0,0.19,3.9
2021-02-17 21:30:00-07:00,-0.2,0,0,0,0.19,3.8
2021-02-17 22:30:00-07:00,-0.5,0,0,0,0.19,3.5
2021-02-17 23:30:00-07:00,-0.6,0,0,0,0.19,3.2
2021-02-18 00:30:00-07:00,-0.8,0,0,0,0.19,2.9
2021-02-18 01:30:00-07:00,-0.9,0,0,0,0.19,3.0
2021-02-18 02:30:00-07:00,-0.9,0,0,0,0.19,3.3
2021-02-18 03:30:00-07:00,-0.6,0,0,0,0.19,4.0
2021-02-18 04:30:00-07:00,-0.2,0,0,0,0.19,4.4
2021-02-18 05:30:00-07:00,0.3,0,0,0,0.19,4.4
2021-02-18 06:30:00-07:00,2.4,0,0,0,0.19,5.0
2021-02-18 07:30:00-07:00,6.0,28,623,101,0.19,5.7
2021-02-18 08:30:00-07:00,8.9,42,881,300,0.19,6.5
2021-02-18 09:30:00-07:00,10.5,51,979,480,0.19,7.3
2021-02-18 10:30:00-07:00,11.3,55,1028,617,0.19,7.7
2021-02-18 11:30:00-07:00,11.8,105,876,639,0.19,7.8
2021-02-18 12:30:00-07:00,11.9,226,541,562,0.19,7.6
2021-02-18 13:30:00-07:00,11.8,184,615,543,0.19,7.1
2021-02-18 14:30:00-07:00,11.1,70,955,544,0.19,6.0
2021-02-18 15:30:00-07:00,9.3,52,884,376,0.19,4.0
2021-02-18 16:30:00-07:00,7.9,41,625,169,0.19,2.7
2021-02-18 17:30:00-07:00,2.2,8,0,8,0.2,0.8
2021-02-18 18:30:00-07:00,1.1,0,0,0,0.2,0.5
2021-02-18 19:30:00-07:00,0.6,0,0,0,0.2,0.8
2021-02-18 20:30:00-07:00,0.7,0,0,0,0.2,1.5
2021-02-18 21:30:00-07:00,0.8,0,0,0,0.2,2.0
2021-02-18 22:30:00-07:00,0.6,0,0,0,0.2,2.1
2021-02-18 23:30:00-07:00,0.4,0,0,0,0.2,1.9
2021-02-19 00:30:00-07:00,0.3,0,0,0,0.2,1.9
2021-02-19 01:30:00-07:00,0.3,0,0,0,0.2,2.2
2021-02-19 02:30:00-07:00,0.1,0,0,0,0.2,2.6
2021-02-19 03:30:00-07:00,-0.1,0,0,0,0.2,2.8
2021-02-19 04:30:00-07:00,-0.2,0,0,0,0.2,2.8
2021-02-19 05:30:00-07:00,-0.2,0,0,0,0.2,2.8
2021-02-19 06:30:00-07:00,0.7,0,0,0,0.2,2.8
2021-02-19 07:30:00-07:00,3.2,30,568,100,0.2,3.1
2021-02-19 08:30:00-07:00,6.9,45,842,295,0.2,3.3
2021-02-19 09:30:00-07:00,10.4,55,941,473,0.2,3.9
2021-02-19 10:30:00-07:00,12.4,62,989,608,0.2,4.6
2021-02-19 11:30:00-07:00,13.2,62,1010,683,0.2,4.9
2021-02-19 12:30:00-07:00,13.5,62,1014,698,0.2,5.0
2021-02-19 13:30:00-07:00,13.4,61,1000,649,0.2,5.0
2021-02-19 14:30:00-07:00,12.7,59,961,540,0.2,4.6
2021-02-19 15:30:00-07:00,10.5,55,866,377,0.2,3.4
2021-02-19 16:30:00-07:00,8.9,71,318,137,0.2,2.5
2021-02-19 17:30:00-07:00,5.3,7,0,7,0.2,2.3
2021-02-19 18:30:00-07:00,4.3,0,0,0,0.2,4.6
2021-02-19 19:30:00-07:00,2.7,0,0,0,0.2,5.9
2021-02-19 20:30:00-07:00,0.6,0,0,0,0.2,5.2
2021-02-19 21:30:00-07:00,-0.9,0,0,0,0.2,4.3
2021-02-19 22:30:00-07:00,-2.2,0,0,0,0.2,3.4
2021-02-19 23:30:00-07:00,-3.3,0,0,0,0.2,2.7
2021-02-20 00:30:00-07:00,-4.5,0,0,0,0.2,2.0
2021-02-20 01:30:00-07:00,-5.7,0,0,0,0.2,1.7
2021-02-20 02:30:00-07:00,-6.3,0,0,0,0.2,2.0
2021-02-20 03:30:00-07:00,-6.5,0,0,0,0.2,2.5
2021-02-20 04:30:00-07:00,-6.1,0,0,0,0.2,3.0
2021-02-20 05:30:00-07:00,-5.6,0,0,0,0.2,3.4
2021-02-20 06:30:00-07:00,-4.8,0,0,0,0.2,4.1
2021-02-20 07:30:00-07:00,-3.3,43,241,73,0.2,5.7
2021-02-20 08:30:00-07:00,-1.9,39,911,314,0.2,7.0
2021-02-20 09:30:00-07:00,-1.0,200,238,307,0.2,7.5
2021-02-20 10:30:00-07:00,-0.4,231,414,462,0.2,7.7
2021-02-20 11:30:00-07:00,-0.2,215,572,570,0.2,7.9
2021-02-20 12:30:00-07:00,-0.1,252,469,548,0.2,8.0
2021-02-20 13:30:00-07:00,-0.2,51,1061,679,0.2,7.9
2021-02-20 14:30:00-07:00,-0.4,51,1024,568,0.2,7.6
2021-02-20 15:30:00-07:00,-1.1,47,953,405,0.2,6.8
2021-02-20 16:30:00-07:00,-1.7,37,804,207,0.2,6.2
2021-02-20 17:30:00-07:00,-4.4,11,0,11,0.2,4.4
2021-02-20 18:30:00-07:00,-4.6,0,0,0,0.2,4.2
2021-02-20 19:30:00-07:00,-4.6,0,0,0,0.2,4.1
2021-02-20 20:30:00-07:00,-4.4,0,0,0,0.2,4.3
2021-02-20 21:30:00-07:00,-4.1,0,0,0,0.2,4.7
2021-02-20 22:30:00-07:00,-3.9,0,0,0,0.2,5.2
2021-02-20 23:30:00-07:00,-3.7,0,0,0,0.2,5.7
2021-02-21 00:30:00-07:00,-3.4,0,0,0,0.2,6.0
2021-02-21 01:30:00-07:00,-3.1,0,0,0,0.2,6.0
2021-02-21 02:30:00-07:00,-3.0,0,0,0,0.2,5.8
2021-02-21 03:30:00-07:00,-2.9,0,0,0,0.2,5.5
2021-02-21 04:30:00-07:00,-2.9,0,0,0,0.2,5.2
2021-02-21 05:30:00-07:00,-2.8,0,0,0,0.2,5.0
2021-02-21 06:30:00-07:00,-1.8,0,0,0,0.2,4.9
2021-02-21 07:30:00-07:00,0.5,29,651,115,0.2,5.7
2021-02-21 08:30:00-07:00,2.7,43,891,315,0.2,6.9
2021-02-21 09:30:00-07:00,4.3,50,985,497,0.2,7.7
2021-02-21 10:30:00-07:00,5.3,55,1030,634,0.2,7.9
2021-02-21 11:30:00-07:00,6.1,57,1051,714,0.2,7.9
2021-02-21 12:30:00-07:00,6.4,208,628,608,0.2,7.9
2021-02-21 13:30:00-07:00,6.3,60,1026,673,0.2,7.8
2021-02-21 14:30:00-07:00,5.7,71,954,557,0.2,7.4
2021-02-21 15:30:00-07:00,4.4,143,383,288,0.2,6.0
2021-02-21 16:30:00-07:00,3.5,65,430,157,0.2,5.0
2021-02-21 17:30:00-07:00,-0.4,11,0,11,0.2,2.9
2021-02-21 18:30:00-07:00,-1.3,0,0,0,0.2,2.3
2021-02-21 19:30:00-07:00,-1.7,0,0,0,0.2,1.9
2021-02-21 20:30:00-07:00,-1.6,0,0,0,0.2,1.7
2021-02-21 21:30:00-07:00,-1.4,0,0,0,0.2,1.6
2021-02-21 22:30:00-07:00,-1.3,0,0,0,0.2,1.7
2021-02-21 23:30:00-07:00,-1.4,0,0,0,0.2,2.0
2021-02-22 00:30:00-07:00,-1.5,0,0,0,0.2,2.2
2021-02-22 01:30:00-07:00,-1.7,0,0,0,0.2,2.4
2021-02-22 02:30:00-07:00,-2.0,0,0,0,0.2,2.5
2021-02-22 03:30:00-07:00,-2.3,0,0,0,0.2,2.3
2021-02-22 04:30:00-07:00,-2.5,0,0,0,0.2,2.1
2021-02-22 05:30:00-07:00,-2.4,0,0,0,0.2,2.0
2021-02-22 06:30:00-07:00,-1.0,0,0,0,0.2,2.1
2021-02-22 07:30:00-07:00,1.8,46,245,79,0.2,2.8
2021-02-22 08:30:00-07:00,4.2,40,878,314,0.2,3.8
2021-02-22 09:30:00-07:00,5.9,48,970,493,0.2,4.7
2021-02-22 10:30:00-07:00,7.0,53,1015,628,0.2,5.4
2021-02-22 11:30:00-07:00,7.7,58,1033,708,0.2,5.9
2021-02-22 12:30:00-07:00,7.9,60,1034,723,0.2,6.0
2021-02-22 13:30:00-07:00,7.7,60,1020,674,0.2,5.8
2021-02-22 14:30:00-07:00,6.9,203,443,430,0.2,4.8
2021-02-22 15:30:00-07:00,4.8,131,464,309,0.2,2.8
2021-02-22 16:30:00-07:00,3.4,74,0,74,0.2,1.7
2021-02-22 17:30:00-07:00,-0.5,12,0,12,0.2,2.2
2021-02-22 18:30:00-07:00,-1.6,0,0,0,0.2,2.9
2021-02-22 19:30:00-07:00,-2.4,0,0,0,0.2,2.8
2021-02-22 20:30:00-07:00,-2.9,0,0,0,0.2,2.4
2021-02-22 21:30:00-07:00,-3.3,0,0,0,0.2,2.2
2021-02-22 22:30:00-07:00,-3.6,0,0,0,0.2,2.1
2021-02-22 23:30:00-07:00,-3.9,0,0,0,0.2,2.0
2021-02-23 00:30:00-07:00,-4.0,0,0,0,0.2,1.8
2021-02-23 01:30:00-07:00,-4.3,0,0,0,0.2,1.6
2021-02-23 02:30:00-07:00,-4.5,0,0,0,0.2,1.3
2021-02-23 03:30:00-07:00,-4.5,0,0,0,0.2,1.1
2021-02-23 04:30:00-07:00,-4.4,0,0,0,0.2,0.8
2021-02-23 05:30:00-07:00,-4.4,0,0,0,0.2,0.6
2021-02-23 06:30:00-07:00,-3.4,0,0,0,0.2,0.5
2021-02-23 07:30:00-07:00,-1.1,23,0,23,0.2,0.7
2021-02-23 08:30:00-07:00,1.7,56,0,56,0.2,1.6
2021-02-23 09:30:00-07:00,4.6,105,0,105,0.2,2.9
2021-02-23 10:30:00-07:00,7.1,175,9,180,0.2,4.0
2021-02-23 11:30:00-07:00,8.8,249,26,265,0.2,4.8
2021-02-23 12:30:00-07:00,9.8,290,392,543,0.2,5.2
2021-02-23 13:30:00-07:00,10.0,58,1024,679,0.2,4.8
2021-02-23 14:30:00-07:00,9.6,57,985,568,0.2,3.8
2021-02-23 15:30:00-07:00,7.6,51,908,403,0.2,1.9
2021-02-23 16:30:00-07:00,6.1,40,759,210,0.2,0.7
2021-02-23 17:30:00-07:00,0.5,16,305,28,0.2,0.6
2021-02-23 18:30:00-07:00,-1.0,0,0,0,0.2,0.6
2021-02-23 19:30:00-07:00,-2.3,0,0,0,0.2,0.4
2021-02-23 20:30:00-07:00,-2.7,0,0,0,0.2,0.5
2021-02-23 21:30:00-07:00,-2.4,0,0,0,0.2,1.1
2021-02-23 22:30:00-07:00,-2.0,0,0,0,0.2,1.8
2021-02-23 23:30:00-07:00,-1.9,0,0,0,0.2,2.4
2021-02-24 00:30:00-07:00,-1.8,0,0,0,0.2,2.9
2021-02-24 01:30:00-07:00,-1.3,0,0,0,0.2,3.1
2021-02-24 02:30:00-07:00,-0.5,0,0,0,0.2,3.2
2021-02-24 03:30:00-07:00,0.0,0,0,0,0.2,3.3
2021-02-24 04:30:00-07:00,0.0,0,0,0,0.2,3.5
2021-02-24 05:30:00-07:00,-0.1,0,0,0,0.2,3.8
2021-02-24 06:30:00-07:00,1.3,0,0,0,0.2,4.2
2021-02-24 07:30:00-07:00,4.7,48,286,90,0.2,4.8
2021-02-24 08:30:00-07:00,8.2,49,860,325,0.2,5.6
2021-02-24 09:30:00-07:00,10.7,51,962,502,0.2,6.3
2021-02-24 10:30:00-07:00,12.3,230,451,490,0.2,6.7
2021-02-24 11:30:00-07:00,13.2,94,956,705,0.2,6.4
2021-02-24 12:30:00-07:00,13.6,99,940,711,0.2,5.9
2021-02-24 13:30:00-07:00,13.4,56,1013,676,0.2,5.3
2021-02-24 14:30:00-07:00,12.6,184,509,451,0.2,4.5
2021-02-24 15:30:00-07:00,10.3,170,219,256,0.2,2.8
2021-02-24 16:30:00-07:00,8.5,90,122,118,0.2,1.5
2021-02-24 17:30:00-07:00,3.8,13,0,13,0.19,2.7
2021-02-24 18:30:00-07:00,0.5,0,0,0,0.19,3.8
2021-02-24 19:30:00-07:00,-3.0,0,0,0,0.19,3.7
2021-02-24 20:30:00-07:00,-4.8,0,0,0,0.19,2.8
2021-02-24 21:30:00-07:00,-5.6,0,0,0,0.19,2.1
2021-02-24 22:30:00-07:00,-5.8,0,0,0,0.19,1.8
2021-02-24 23:30:00-07:00,-5.6,0,0,0,0.19,1.7
2021-02-25 00:30:00-07:00,-5.1,0,0,0,0.19,1.6
2021-02-25 01:30:00-07:00,-4.8,0,0,0,0.19,1.4
2021-02-25 02:30:00-07:00,-4.8,0,0,0,0.19,1.4
2021-02-25 03:30:00-07:00,-4.8,0,0,0,0.19,1.8
2021-02-25 04:30:00-07:00,-4.7,0,0,0,0.19,2.2
2021-02-25 05:30:00-07:00,-4.3,0,0,0,0.19,2.6
2021-02-25 06:30:00-07:00,-3.2,0,0,0,0.19,3.0
2021-02-25 07:30:00-07:00,-0.7,53,9,54,0.19,2.7
2021-02-25 08:30:00-07:00,3.0,119,362,237,0.19,2.1
2021-02-25 09:30:00-07:00,6.3,200,337,359,0.19,2.5
2021-02-25 10:30:00-07:00,7.7,266,67,305,0.19,3.1
2021-02-25 11:30:00-07:00,7.4,238,21,252,0.19,3.6
2021-02-25 12:30:00-07:00,6.2,219,15,229,0.19,4.3
2021-02-25 13:30:00-07:00,4.2,186,10,192,0.19,5.1
2021-02-25 14:30:00-07:00,1.3,150,4,152,0.19,5.9
2021-02-25 15:30:00-07:00,-2.4,131,3,132,0.19,6.4
2021-02-25 16:30:00-07:00,-4.3,8,0,8,0.19,6.5
2021-02-25 17:30:00-07:00,-8.7,21,167,29,0.2,5.3
2021-02-25 18:30:00-07:00,-10.0,0,0,0,0.2,4.0
2021-02-25 19:30:00-07:00,-10.4,0,0,0,0.2,2.7
2021-02-25 20:30:00-07:00,-10.0,0,0,0,0.2,2.2
2021-02-25 21:30:00-07:00,-9.6,0,0,0,0.2,2.3
2021-02-25 22:30:00-07:00,-9.4,0,0,0,0.2,2.2
2021-02-25 23:30:00-07:00,-8.9,0,0,0,0.2,2.2
2021-02-26 00:30:00-07:00,-8.0,0,0,0,0.2,2.3
2021-02-26 01:30:00-07:00,-7.1,0,0,0,0.2,2.2
2021-02-26 02:30:00-07:00,-6.5,0,0,0,0.2,2.2
2021-02-26 03:30:00-07:00,-6.1,0,0,0,0.2,2.4
2021-02-26 04:30:00-07:00,-5.8,0,0,0,0.2,2.7
2021-02-26 05:30:00-07:00,-5.5,0,0,0,0.2,3.1
2021-02-26 06:30:00-07:00,-4.2,0,0,0,0.2,3.4
2021-02-26 07:30:00-07:00,-1.7,37,0,37,0.2,2.8
2021-02-26 08:30:00-07:00,1.4,39,961,357,0.2,2.2
2021-02-26 09:30:00-07:00,4.4,44,1021,533,0.2,2.2
2021-02-26 10:30:00-07:00,6.1,48,1061,672,0.2,2.2
2021-02-26 11:30:00-07:00,7.1,54,1078,753,0.2,2.1
2021-02-26 12:30:00-07:00,7.7,54,1081,768,0.2,2.0
2021-02-26 13:30:00-07:00,8.0,51,1056,706,0.2,1.8
2021-02-26 14:30:00-07:00,7.9,49,1025,594,0.2,1.4
2021-02-26 15:30:00-07:00,6.0,44,964,430,0.2,0.7
2021-02-26 16:30:00-07:00,4.3,35,836,232,0.2,0.2
2021-02-26 17:30:00-07:00,-1.0,16,457,39,0.19,0.4
2021-02-26 18:30:00-07:00,-2.3,0,0,0,0.19,0.8
2021-02-26 19:30:00-07:00,-2.6,0,0,0,0.19,1.2
2021-02-26 20:30:00-07:00,-2.1,0,0,0,0.19,1.8
2021-02-26 21:30:00-07:00,-1.6,0,0,0,0.19,2.6
2021-02-26 22:30:00-07:00,-1.8,0,0,0,0.19,3.3
2021-02-26 23:30:00-07:00,-1.8,0,0,0,0.19,3.3
2021-02-27 00:30:00-07:00,-1.5,0,0,0,0.19,3.0
2021-02-27 01:30:00-07:00,-1.3,0,0,0,0.19,2.7
2021-02-27 02:30:00-07:00,-1.0,0,0,0,0.19,2.4
2021-02-27 03:30:00-07:00,-0.5,0,0,0,0.19,2.3
2021-02-27 04:30:00-07:00,-0.1,0,0,0,0.19,2.2
2021-02-27 05:30:00-07:00,0.3,0,0,0,0.19,2.2
2021-02-27 06:30:00-07:00,1.7,0,0,0,0.19,2.4
2021-02-27 07:30:00-07:00,4.9,54,271,98,0.19,2.6
2021-02-27 08:30:00-07:00,8.4,98,530,276,0.19,2.7
2021-02-27 09:30:00-07:00,11.0,153,553,421,0.19,2.9
2021-02-27 10:30:00-07:00,12.0,187,620,554,0.19,2.6
2021-02-27 11:30:00-07:00,11.9,310,325,523,0.19,1.6
2021-02-27 12:30:00-07:00,11.0,109,0,109,0.19,0.7
2021-02-27 13:30:00-07:00,9.9,302,91,359,0.19,0.4
2021-02-27 14:30:00-07:00,8.4,252,241,381,0.19,0.8
2021-02-27 15:30:00-07:00,6.3,180,175,251,0.19,1.1
2021-02-27 16:30:00-07:00,5.1,79,376,169,0.19,1.2
2021-02-27 17:30:00-07:00,3.3,15,0,15,0.2,1.2
2021-02-27 18:30:00-07:00,3.2,0,0,0,0.2,0.9
2021-02-27 19:30:00-07:00,3.0,0,0,0,0.2,0.7
2021-02-27 20:30:00-07:00,2.4,0,0,0,0.2,0.5
2021-02-27 21:30:00-07:00,1.3,0,0,0,0.2,0.4
2021-02-27 22:30:00-07:00,0.2,0,0,0,0.2,0.3
2021-02-27 23:30:00-07:00,-0.3,0,0,0,0.2,0.4
2021-02-28 00:30:00-07:00,0.0,0,0,0,0.2,0.7
2021-02-28 01:30:00-07:00,0.2,0,0,0,0.2,1.3
2021-02-28 02:30:00-07:00,0.1,0,0,0,0.2,1.8
2021-02-28 03:30:00-07:00,0.0,0,0,0,0.2,2.1
2021-02-28 04:30:00-07:00,-0.1,0,0,0,0.2,2.2
2021-02-28 05:30:00-07:00,-0.2,0,0,0,0.2,2.2
2021-02-28 06:30:00-07:00,1.4,0,0,0,0.2,2.4
2021-02-28 07:30:00-07:00,4.8,31,691,145,0.2,3.3
2021-02-28 08:30:00-07:00,7.7,44,896,349,0.2,4.8
2021-02-28 09:30:00-07:00,9.4,52,978,530,0.2,5.9
2021-02-28 10:30:00-07:00,10.5,57,1020,666,0.2,6.0
2021-02-28 11:30:00-07:00,11.2,59,1041,745,0.2,5.6
2021-02-28 12:30:00-07:00,11.6,102,956,743,0.2,5.1
2021-02-28 13:30:00-07:00,11.3,215,595,590,0.2,4.3
2021-02-28 14:30:00-07:00,10.3,259,167,350,0.2,3.1
