,location,hubheight,rtr,period,xgap,tilt,xmod,ymod,zmod,rearZ,Wm2Front,Wm2Back,xground,yground,zground,Wm2Ground
0,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-50.0,"[0.530317, 0.4017595, 0.273202, 0.1446445, 0.01608693, -0.1124706, -0.2410281, -0.3695856, -0.4981432]","[3.2472550000000004e-17, 2.460067e-17, 1.67288e-17, 8.856918e-18, 9.850405999999999e-19, -6.886837e-18, -1.475872e-17, -2.2630590000000002e-17, -3.050247e-17]","[0.900663, 1.053872, 1.207081, 1.36029, 1.513499, 1.666707, 1.819916, 1.973125, 2.126334]","[0.8865217, 1.039731, 1.192939, 1.346148, 1.499357, 1.652566, 1.805775, 1.958984, 2.112193]","[34393.79, 34715.58, 35037.24, 34982.39, 35261.37, 35540.23, 34960.71, 35162.5, 35364.2]","[2583.038, 2475.802, 2341.461, 2263.528, 2226.643, 2228.26, 2244.335, 2287.586, 2316.924]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[9.850405999999999e-19, -3.837435e-17, -7.773374000000001e-17, -1.170931e-16, -1.564525e-16, -1.958119e-16, -2.351713e-16, -2.745307e-16, -3.138901e-16, -3.532495e-16, -3.926089e-16, -4.319682e-16, -4.713276e-16, -5.10687e-16, -5.500464e-16, -5.894058e-16, -6.287652e-16, -6.681246e-16, -7.07484e-16, -7.468434e-16, -7.862027e-16, -8.255621e-16, -8.649215e-16, -9.042809e-16, -9.436403e-16, -9.829997e-16, -1.022359e-15, -1.061718e-15, -1.101078e-15, -1.140437e-15, -1.179797e-15, -1.219156e-15, -1.258515e-15, -1.297875e-15, -1.337234e-15, -1.376594e-15, -1.415953e-15, -1.455312e-15, -1.494672e-15, -1.534031e-15, -1.573391e-15, -1.61275e-15, -1.652109e-15, -1.691469e-15, -1.730828e-15, -1.770187e-15, -1.809547e-15, -1.848906e-15, -1.888266e-15, -1.927625e-15, -1.966984e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[14591.840000000002, 15130.65, 16387.01, 15890.35, 16029.87, 17049.04, 17181.12, 17313.78, 16586.68, 16802.02, 17017.84, 14990.299999999996, 14772.81, 14825.44, 14508.58, 14192.02, 13074.11, 12509.89, 11925.51, 11333.74, 9443.029, 8897.87, 7706.985, 7376.057, 5890.199, 5623.66, 5094.208, 5017.184, 4940.128, 4772.436, 4651.46, 4530.459, 4409.458, 4174.785, 4067.513, 3960.1930000000007, 3713.805, 3594.466, 3475.0680000000007, 3343.598, 3230.2630000000004, 3116.8609999999994, 4282.388, 4383.9, 5782.145, 6780.78, 8075.697, 9138.902, 10774.37, 12022.38, 13011.36]"
1,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-45.0,"[0.5805347, 0.4391133, 0.297692, 0.1562706, 0.01484924, -0.1265721, -0.2679935, -0.4094148, -0.5508362]","[3.55475e-17, 2.6887940000000002e-17, 1.822837e-17, 9.568814e-18, 9.092539e-19, -7.750307e-18, -1.640987e-17, -2.506943e-17, -3.3728990000000005e-17]","[0.9491638, 1.090585, 1.232007, 1.373428, 1.514849, 1.656271, 1.797692, 1.939113, 2.080535]","[0.9336075, 1.075029, 1.21645, 1.357872, 1.499293, 1.640714, 1.782136, 1.923557, 2.064978]","[4541.063, 4565.458, 4589.854, 4840.002, 4860.733, 4881.466, 4607.087, 4621.967, 4636.85]","[382.7133999999999, 338.6889, 305.4142, 286.4593, 265.7731, 257.6931, 256.4895, 255.3509, 261.2677]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[9.092539e-19, -4.2388550000000005e-17, -8.568635000000001e-17, -1.289842e-16, -1.72282e-16, -2.155798e-16, -2.588776e-16, -3.021754e-16, -3.454732e-16, -3.88771e-16, -4.320688e-16, -4.753666e-16, -5.186644e-16, -5.619622e-16, -6.0526e-16, -6.485578e-16, -6.918556e-16, -7.351534e-16, -7.784512e-16, -8.21749e-16, -8.650468e-16, -9.083446e-16, -9.516424e-16, -9.949402e-16, -1.038238e-15, -1.081536e-15, -1.124834e-15, -1.168131e-15, -1.211429e-15, -1.254727e-15, -1.298025e-15, -1.341323e-15, -1.38462e-15, -1.427918e-15, -1.471216e-15, -1.514514e-15, -1.557812e-15, -1.601109e-15, -1.644407e-15, -1.687705e-15, -1.731003e-15, -1.774301e-15, -1.817598e-15, -1.860896e-15, -1.904194e-15, -1.947492e-15, -1.99079e-15, -2.034087e-15, -2.077385e-15, -2.120683e-15, -2.163981e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[2419.29, 2982.969, 3158.321, 3189.472, 3220.757, 2953.375, 2980.187, 3007.1200000000003, 3204.659, 3184.947, 3165.368, 3215.789, 3168.833, 3122.006, 3053.411, 2983.538, 2913.78, 2412.207, 2349.927, 2287.732, 1653.419, 1529.617, 995.9018, 583.4205, 568.9863, 554.5558, 381.5274, 371.0021, 360.4772, 344.8961, 333.5164, 322.1454, 299.3897, 289.7123, 280.0306, 259.0884, 248.1452, 237.1971, 231.297, 221.633, 211.9635, 202.2687, 196.2874, 190.2995, 201.236, 203.521, 211.5178, 220.2333, 817.0967, 1626.2, 2592.278]"
2,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-40.0,"[0.6263341, 0.4731252, 0.3199163, 0.1667074, 0.01349854, -0.1397103, -0.2929192, -0.4461281, -0.599337]","[3.83519e-17, 2.8970560000000003e-17, 1.9589220000000003e-17, 1.0207890000000001e-17, 8.265471999999999e-19, -8.554792e-18, -1.7936130000000002e-17, -2.7317470000000002e-17, -3.669881e-17]","[1.001857, 1.130414, 1.258972, 1.387529, 1.516087, 1.644644, 1.773202, 1.901759, 2.030317]","[0.9850039, 1.113561, 1.242119, 1.370676, 1.499234, 1.627791, 1.756349, 1.884907, 2.013464]","[2180.726, 2899.699, 3303.294, 3668.599, 3866.077, 3612.451, 3635.205, 3795.367, 3813.124]","[95.13509, 97.47015, 96.03445, 99.04836, 100.0684, 104.4718, 106.1468, 110.9552, 116.3627]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[8.265471999999999e-19, -4.6080150000000005e-17, -9.298684000000001e-17, -1.398935e-16, -1.868002e-16, -2.337069e-16, -2.806136e-16, -3.275203e-16, -3.74427e-16, -4.213337e-16, -4.682404e-16, -5.151471e-16, -5.620538e-16, -6.089605e-16, -6.558672e-16, -7.027739e-16, -7.496806e-16, -7.965872e-16, -8.434939e-16, -8.904006e-16, -9.373073e-16, -9.84214e-16, -1.031121e-15, -1.078027e-15, -1.124934e-15, -1.171841e-15, -1.218747e-15, -1.265654e-15, -1.312561e-15, -1.359468e-15, -1.406374e-15, -1.453281e-15, -1.500188e-15, -1.547094e-15, -1.594001e-15, -1.640908e-15, -1.687814e-15, -1.734721e-15, -1.781628e-15, -1.828535e-15, -1.875441e-15, -1.922348e-15, -1.969255e-15, -2.016161e-15, -2.063068e-15, -2.109975e-15, -2.156881e-15, -2.203788e-15, -2.250695e-15, -2.297601e-15, -2.344508e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[246.0518, 259.16, 269.8509, 283.0181, 292.2092, 304.7691, 314.0314, 325.6075, 335.2116, 344.2119, 353.2165, 362.2211, 363.1876, 367.7021, 372.2202, 376.7383, 372.0114, 368.90440000000007, 365.7985000000001, 366.3314, 362.0433, 357.7546, 334.7627, 328.9092, 323.0554, 306.8911, 301.2507, 295.6065, 285.5025, 278.7368, 271.9695, 265.2022, 245.5771, 239.417, 233.2551, 221.505, 214.7231, 207.93590000000003, 241.8177, 242.08810000000005, 345.2312, 369.4779, 317.5367, 324.9223, 226.98, 231.4651, 217.9438, 227.5567, 259.5579, 269.9984, 249.8108]"
3,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-35.0,"[0.6673667, 0.5035363, 0.3397059, 0.1758755, 0.01204511, -0.1517853, -0.3156157, -0.4794461, -0.6432765]","[4.0864430000000003e-17, 3.0832710000000005e-17, 2.080099e-17, 1.0769270000000001e-17, 7.375500000000001e-19, -9.294169e-18, -1.9325890000000002e-17, -2.935761e-17, -3.938933e-17]","[1.058341, 1.173056, 1.287772, 1.402487, 1.517202, 1.631917, 1.746633, 1.861348, 1.976063]","[1.04032, 1.155035, 1.26975, 1.384466, 1.499181, 1.613896, 1.728611, 1.843327, 1.958042]","[25355.180000000004, 25692.400000000005, 25806.62, 26250.09, 26716.82, 26816.400000000005, 26915.710000000003, 27143.24, 27199.900000000005]","[2315.795, 2102.673, 1950.051, 1904.151, 1852.584, 1841.392, 1863.224, 1883.688, 1940.299]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[7.375500000000001e-19, -4.9421050000000006e-17, -9.957964000000001e-17, -1.497382e-16, -1.998968e-16, -2.500554e-16, -3.00214e-16, -3.503726e-16, -4.005312e-16, -4.506898e-16, -5.008484e-16, -5.51007e-16, -6.011656e-16, -6.513242e-16, -7.014828e-16, -7.516414e-16, -8.018e-16, -8.519586e-16, -9.021172e-16, -9.522758e-16, -1.002434e-15, -1.052593e-15, -1.102752e-15, -1.15291e-15, -1.203069e-15, -1.253227e-15, -1.303386e-15, -1.353545e-15, -1.403703e-15, -1.453862e-15, -1.50402e-15, -1.554179e-15, -1.604338e-15, -1.654496e-15, -1.704655e-15, -1.754813e-15, -1.804972e-15, -1.855131e-15, -1.905289e-15, -1.955448e-15, -2.005606e-15, -2.055765e-15, -2.105924e-15, -2.156082e-15, -2.206241e-15, -2.256399e-15, -2.306558e-15, -2.356716e-15, -2.406875e-15, -2.457034e-15, -2.507192e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[2504.466, 2609.208, 6921.54, 11969.25, 16266.090000000002, 16889.12, 17168.65, 17406.79, 17663.02, 17919.49, 18529.05, 18714.32, 18899.84, 18584.57, 18668.43, 18752.51, 18868.55, 18867.47, 18866.58, 18888.58, 18832.52, 18776.62, 18720.73, 18553.21, 18270.99, 17988.93, 16284.31, 14966.52, 12488.02, 10142.36, 9237.278, 5649.173, 4513.018, 4299.189, 3646.055, 3514.931, 3383.784, 3276.815, 3166.912, 3056.963, 2860.766, 2783.846, 2706.903, 2609.714, 2531.892, 2361.959, 2344.842, 2340.456, 2350.418, 2498.417, 2585.366]"
4,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-30.0,"[0.7033203, 0.5301152, 0.3569102, 0.1837051, 0.0105, -0.1627051, -0.3359102, -0.5091152, -0.6823203]","[4.3065950000000005e-17, 3.24602e-17, 2.1854440000000002e-17, 1.1248690000000001e-17, 6.429396e-19, -9.962813e-18, -2.0568570000000002e-17, -3.117432e-17, -4.1780070000000004e-17]","[1.118187, 1.218187, 1.318187, 1.418187, 1.518187, 1.618187, 1.718187, 1.818187, 1.918187]","[1.099134, 1.199134, 1.299134, 1.399134, 1.499134, 1.599134, 1.699134, 1.799134, 1.899134]","[3689.79, 4194.788, 4452.57, 4570.715, 4261.81, 4288.61, 4378.311, 4393.58, 4408.834]","[145.5814, 148.6996, 146.2348, 150.1651, 149.7915, 154.5162, 157.8554, 163.0187, 163.9147]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[6.429396e-19, -5.2385820000000006e-17, -1.054146e-16, -1.584433e-16, -2.114721e-16, -2.645009e-16, -3.175296e-16, -3.705584e-16, -4.235872e-16, -4.766159e-16, -5.296447e-16, -5.826734e-16, -6.357022e-16, -6.88731e-16, -7.417597e-16, -7.947885e-16, -8.478173e-16, -9.00846e-16, -9.538748e-16, -1.006904e-15, -1.059932e-15, -1.112961e-15, -1.16599e-15, -1.219019e-15, -1.272047e-15, -1.325076e-15, -1.378105e-15, -1.431134e-15, -1.484162e-15, -1.537191e-15, -1.59022e-15, -1.643249e-15, -1.696277e-15, -1.749306e-15, -1.802335e-15, -1.855364e-15, -1.908392e-15, -1.961421e-15, -2.01445e-15, -2.067479e-15, -2.120508e-15, -2.173536e-15, -2.226565e-15, -2.279594e-15, -2.332623e-15, -2.385651e-15, -2.43868e-15, -2.491709e-15, -2.544738e-15, -2.597766e-15, -2.650795e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[424.0469, 437.119, 448.21879999999993, 464.915, 495.8388, 514.3275, 508.1702, 526.65, 546.064, 565.0919, 584.1277, 585.1, 595.7806, 606.4664, 610.2307, 615.0108, 619.7999, 620.5831, 619.8088, 615.9327, 612.0566, 611.2772, 601.5666, 591.8546, 582.3026, 573.611, 564.9141, 545.5898, 534.0795, 522.5626, 519.7126, 509.1497, 498.5817, 602.2717, 613.6369, 808.9482000000002, 846.2172, 934.6387, 1016.877, 766.2921, 801.2692000000001, 693.8069, 695.5634999999999, 470.6489, 472.498, 432.8669, 443.645, 392.176, 401.5835, 414.5626, 428.3242]"
5,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-25.0,"[0.7339212, 0.5526597, 0.3713981, 0.1901365, 0.008874983, -0.1723866, -0.3536481, -0.5349097, -0.7161712]","[4.4939710000000006e-17, 3.384064e-17, 2.2741570000000002e-17, 1.164251e-17, 5.43436e-19, -1.055563e-17, -2.16547e-17, -3.275377e-17, -4.3852840000000006e-17]","[1.180938, 1.265462, 1.349985, 1.434509, 1.519032, 1.603556, 1.68808, 1.772603, 1.857127]","[1.160999, 1.245523, 1.330046, 1.41457, 1.499094, 1.583617, 1.668141, 1.752665, 1.837188]","[2579.734, 2584.685, 2589.588, 2374.132, 2377.162, 2380.146, 2591.418, 2593.025, 2594.586]","[268.4698, 246.6248, 230.2169, 217.6547, 217.9351, 213.3517, 218.2861, 226.2865, 233.8603]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[5.43436e-19, -5.4951910000000005e-17, -1.104473e-16, -1.659426e-16, -2.21438e-16, -2.769333e-16, -3.324286e-16, -3.87924e-16, -4.434193e-16, -4.989147e-16, -5.5441e-16, -6.099054e-16, -6.654007e-16, -7.208961e-16, -7.763914e-16, -8.318868e-16, -8.873821e-16, -9.428775e-16, -9.983728e-16, -1.053868e-15, -1.109363e-15, -1.164859e-15, -1.220354e-15, -1.27585e-15, -1.331345e-15, -1.38684e-15, -1.442336e-15, -1.497831e-15, -1.553326e-15, -1.608822e-15, -1.664317e-15, -1.719812e-15, -1.775308e-15, -1.830803e-15, -1.886298e-15, -1.941794e-15, -1.997289e-15, -2.052784e-15, -2.10828e-15, -2.163775e-15, -2.21927e-15, -2.274766e-15, -2.330261e-15, -2.385756e-15, -2.441252e-15, -2.496747e-15, -2.552243e-15, -2.607738e-15, -2.663233e-15, -2.718729e-15, -2.774224e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[271.6633, 278.1848, 299.7544, 316.7961, 885.6686, 1574.374, 1938.074, 2013.307, 2052.079, 2090.847, 2152.914, 2183.431, 2213.943, 2244.455, 2106.126, 2119.223, 2132.313, 2217.652, 2222.034, 2226.405, 2108.068, 2105.941, 2103.802, 2281.028, 2273.681, 2266.313, 2258.945, 2257.243, 2233.76, 2210.264, 1961.3, 1777.445, 1427.406, 1025.347, 672.2579, 495.0008, 477.5045, 459.9922, 407.3104, 392.8109, 378.3011, 343.50679999999994, 330.2256, 316.935, 297.7189, 287.82, 279.2948, 273.3788, 272.4852, 272.6819, 274.6183]"
6,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-20.0,"[0.7589365, 0.570998, 0.3830595, 0.1951209, 0.007182423, -0.1807561, -0.3686946, -0.5566331, -0.7445717]","[4.647146e-17, 3.496354e-17, 2.345563e-17, 1.1947710000000001e-17, 4.397966e-19, -1.1068120000000001e-17, -2.257603e-17, -3.408395e-17, -4.559187e-17]","[1.246117, 1.314521, 1.382925, 1.45133, 1.519734, 1.588138, 1.656542, 1.724946, 1.79335]","[1.225444, 1.293848, 1.362252, 1.430656, 1.49906, 1.567464, 1.635868, 1.704272, 1.772676]","[19522.56, 19536.87, 19550.95, 19565.02, 19579.09, 19593.17, 20294.78, 20301.05, 20307.09]","[2144.086, 2001.7840000000003, 1837.47, 1730.747, 1679.746, 1647.381, 1666.7969999999998, 1711.34, 1769.6140000000005]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[4.397966e-19, -5.709978000000001e-17, -1.146394e-16, -1.721789e-16, -2.297185e-16, -2.872581e-16, -3.447977e-16, -4.023372e-16, -4.598768e-16, -5.174164e-16, -5.74956e-16, -6.324956e-16, -6.900351e-16, -7.475747e-16, -8.051143e-16, -8.626539e-16, -9.201935e-16, -9.77733e-16, -1.035273e-15, -1.092812e-15, -1.150352e-15, -1.207891e-15, -1.265431e-15, -1.32297e-15, -1.38051e-15, -1.43805e-15, -1.495589e-15, -1.553129e-15, -1.610668e-15, -1.668208e-15, -1.725748e-15, -1.783287e-15, -1.840827e-15, -1.898366e-15, -1.955906e-15, -2.013445e-15, -2.070985e-15, -2.128525e-15, -2.186064e-15, -2.243604e-15, -2.301143e-15, -2.358683e-15, -2.416222e-15, -2.473762e-15, -2.531302e-15, -2.588841e-15, -2.646381e-15, -2.70392e-15, -2.76146e-15, -2.819e-15, -2.876539e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[1903.98, 1935.875, 2129.884, 2629.766, 5054.741, 9766.936, 13844.13, 15996.11, 17090.71, 16625.88, 16830.58, 17035.34, 17240.11, 16164.74, 16289.11, 16413.53, 17562.51, 17624.33, 17686.2, 17202.8, 17210.88, 17219.0, 17227.11, 17235.23, 17322.12, 17270.46, 17218.8, 17167.15, 16765.07, 16648.34, 16531.61, 14853.06, 13718.72, 10638.03, 7600.163, 4516.452, 3207.706, 3085.108, 2962.4240000000004, 2649.75, 2562.753, 2475.698, 2388.643, 2127.087, 2044.966, 1991.843, 1939.496, 1860.435, 1838.469, 1816.465, 1857.116]"
7,USA_CO_Golden-NREL__724666_TMY3,1.5,5.0,5TO5,0.0,-15.0,"[0.7781759, 0.5849907, 0.3918055, 0.1986204, 0.0054352, -0.18775, -0.3809351, -0.5741203, -0.7673055]","[4.7649530000000006e-17, 3.582035e-17, 2.399117e-17, 1.216199e-17, 3.3281000000000005e-19, -1.149637e-17, -2.332555e-17, -3.515473e-17, -4.6983910000000006e-17]","[1.313229, 1.364993, 1.416757, 1.468521, 1.520284, 1.572048, 1.623812, 1.675576, 1.72734]","[1.291979, 1.343743, 1.395506, 1.44727, 1.499034, 1.550798, 1.602562, 1.654326, 1.706089]","[1155.21, 1177.684, 1168.633, 1177.227, 1462.0340000000003, 1487.711, 1622.543, 1642.503, 1834.429]","[81.43604, 80.84309, 79.17924, 78.83957, 79.35557, 79.47645, 81.05782, 81.63235, 82.96173]","[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2.0, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3.0, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4.0, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5.0]","[3.3281000000000005e-19, -5.881309e-17, -1.17959e-16, -1.771049e-16, -2.362508e-16, -2.953967e-16, -3.545426e-16, -4.136885e-16, -4.728344e-16, -5.319803e-16, -5.911262e-16, -6.502721e-16, -7.09418e-16, -7.685639e-16, -8.277098e-16, -8.868557e-16, -9.460016e-16, -1.005147e-15, -1.064293e-15, -1.123439e-15, -1.182585e-15, -1.241731e-15, -1.300877e-15, -1.360023e-15, -1.419169e-15, -1.478315e-15, -1.537461e-15, -1.596606e-15, -1.655752e-15, -1.714898e-15, -1.774044e-15, -1.83319e-15, -1.892336e-15, -1.951482e-15, -2.010628e-15, -2.069774e-15, -2.12892e-15, -2.188065e-15, -2.247211e-15, -2.306357e-15, -2.365503e-15, -2.424649e-15, -2.483795e-15, -2.542941e-15, -2.602087e-15, -2.661233e-15, -2.720379e-15, -2.779524e-15, -2.83867e-15, -2.897816e-15, -2.956962e-15]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[292.5263, 296.8743, 300.1691, 307.2359, 313.451, 322.8192, 330.2397, 340.2122, 347.8896, 358.2454, 368.6064, 398.6761, 410.1413, 421.6161, 471.86820000000006, 483.4491, 495.0781, 421.8483, 426.0144, 430.18430000000006, 439.5668, 440.8216, 442.0816, 442.2064, 441.3029, 440.40629999999993, 440.6124, 437.4672, 434.3403, 449.3632, 446.6019, 443.8682999999999, 441.1348, 370.2182, 366.2243, 362.231, 358.2376, 354.2443, 420.1158, 416.0986, 412.1158, 352.0233, 349.7243, 351.3391, 348.56839999999994, 345.0864, 345.1104, 324.9528, 328.1059, 350.19249999999994, 354.6812]"
