,location,lat,lon,GHIs
1286,USA_PA_Harrisburg__725115_TMY2,40.22,-76.85,"[168708, 186962, 188864, 163340, 127816, 839389]"
1287,USA_NM_Roswell__Industrial__Air__Park__722680_TMY3,33.3,-104.53,"[225323, 224120, 221028, 207550, 161971, 1048587]"
1288,USA_CA_Sacramento__724835_TMY2,38.52,-121.5,"[214722, 234972, 244513, 219850, 173329, 1095630]"
1289,USA_TX_San__Angelo-Mathis__AP__722630_TMY3,31.35,-100.5,"[189884, 213135, 214984, 201673, 167118, 992300]"
1290,USA_MN_Mankato__AWOS__726585_TMY3,44.22,-93.92,"[147388, 180568, 177975, 172547, 140582, 823286]"
1291,USA_WI_Mosinee-Central__Wisconsin__AP__726465_TMY3,44.78,-89.67,"[145820, 188904, 197706, 163381, 117251, 820408]"
1292,USA_FL_Fort__Pierce-St__Lucie__County__AP__722103_TMY3,27.48,-80.37,"[190590, 150674, 175265, 166495, 112928, 801653]"
1293,USA_MI_Menominee__AWOS__726487_TMY3,45.13,-87.63,"[148132, 168211, 188556, 173537, 113653, 793796]"
1294,USA_NC_Elizabeth__City__CGAS__746943_TMY3,36.3,-76.25,"[188749, 203450, 184848, 177192, 142712, 904717]"
1295,USA_NE_Norfolk__725560_TMY2,41.98,-97.43,"[186450, 207318, 210082, 181013, 133797, 922259]"
1296,USA_AK_Emmonak__702084_TMY3,62.78,-164.5,"[118738, 150661, 119433, 84887, 82761, 563681]"
1297,USA_WA_Whidbey__Island__NAS__690230_TMY,48.35,-122.66,"[162573, 168728, 174562, 169605, 125148, 806129]"
1298,USA_MT_Missoula__Intl__AP__727730_TMY3,46.92,-114.1,"[168583, 192782, 206177, 177351, 129950, 879468]"
1299,USA_NV_Reno-Tahoe__Intl__AP__724880_TMY,39.5,-119.78,"[235923, 257854, 260135, 237407, 191380, 1186663]"
1300,USA_OK_Oklahoma__City-Will__Rogers__World__AP__723530_TMY,35.4,-97.6,"[176918, 200663, 207587, 195992, 151903, 939348]"
1301,USA_IN_Evansville__724320_TMY2,38.05,-87.53,"[176103, 195909, 191755, 175973, 135789, 882525]"
1302,USA_AK_Tanana-Ralph__Calhoun__AP__701780_TMY3,65.17,-152.1,"[123050, 152432, 120625, 102340, 68547, 570956]"
1303,USA_LA_Baton__Rouge__722317_TMY2,30.53,-91.15,"[180141, 180599, 177037, 175248, 141282, 858627]"
1304,USA_WV_Martinsburg-Eastern__WV__Rgnl__AP__724177_TMY3,39.4,-77.98,"[165623, 175310, 168158, 142697, 105764, 764940]"
1305,USA_SD_Sioux__Falls-Foss__Field__726510_TMY,43.58,-96.73,"[168350, 193346, 201869, 171492, 128939, 872309]"
1306,USA_AK_Anchorage__702730_TMY2,61.17,-150.02,"[142513, 154607, 147783, 107951, 70446, 628518]"
1307,USA_TN_Knoxville-McGhee__Tyson__AP__723260_TMY,35.82,-83.98,"[170898, 178798, 181536, 165765, 130426, 834168]"
1308,USA_NM_Carlsbad__Cavern__City__Air__Terminal__722687_TMY3,32.33,-104.27,"[231523, 194875, 240019, 207408, 153117, 1032112]"
1309,USA_AK_Bethel__702190_TMY2,60.78,-161.8,"[129435, 146749, 127103, 99399, 72547, 580766]"
1310,USA_MN_Austin__Muni__AP__727566_TMY3,43.67,-92.93,"[147783, 180285, 182580, 146827, 122381, 784671]"
1311,USA_MN_Roseau__Muni__AWOS__727477_TMY3,48.85,-95.7,"[141611, 175704, 181057, 150407, 83315, 736474]"
1312,USA_CA_Needles__AP__723805_TMY3,34.77,-114.62,"[241828, 251937, 246084, 224745, 173236, 1146239]"
1313,USA_MI_Flint__726370_TMY2,42.97,-83.73,"[170610, 185170, 182969, 161360, 122339, 829842]"
1314,USA_AK_Mekoryuk__702185_TMY3,60.37,-166.27,"[104386, 128218, 109564, 86710, 60262, 493422]"
1315,USA_WV_Morgantown__Muni-Hart__Field__724176_TMY3,39.65,-79.92,"[159928, 170535, 161425, 138421, 101151, 738519]"
1316,USA_IA_Des__Moines__Intl__AP__725460_TMY3,41.53,-93.67,"[177605, 201300, 199160, 176912, 142198, 902151]"
1317,USA_OH_Dayton-Wright__Patterson__AFB__745700_TMY,39.83,-84.05,"[163156, 178804, 177712, 164227, 121697, 812273]"
1318,USA_NM_Truth__or__Consequences__Muni__AP__722710_TMY,33.23,-107.25,"[242267, 253855, 232844, 217744, 185874, 1141559]"
1319,USA_MA_Boston-Logan__Intl__AP__725090_TMY,42.35,-71.07,"[152132, 180688, 168674, 144503, 121882, 774099]"
1320,USA_FL_Lakeland__Linder__Rgnl__AP__722119_TMY3,27.98,-82.02,"[167854, 175169, 168386, 163785, 131835, 813728]"
1321,USA_GA_Valdosta__Rgnl__AP__722166_TMY3,30.78,-83.28,"[207854, 182353, 162375, 179656, 142205, 881198]"
1322,USA_OH_Cleveland-Burke__Lakefront__AP__725245_TMY3,41.52,-81.68,"[186100, 179789, 173913, 111777, 92184, 750878]"
1323,USA_WA_Seattle-Boeing__Field__727935_TMY3,47.68,-122.25,"[154280, 151515, 193750, 160883, 130383, 794092]"
1324,USA_AK_Kotzebue-Ralph__Wein__Mem__AP__701330_TMY3,66.88,-162.6,"[153970, 158235, 147584, 92761, 53570, 613659]"
1325,USA_WV_Huntington__724250_TMY2,38.37,-82.55,"[167072, 182012, 179095, 161600, 131103, 825840]"
1326,USA_MT_Glasgow__Intl__AP__727680_TMY3,48.22,-106.62,"[177960, 202246, 209392, 176792, 122693, 896860]"
1327,USA_VT_Montpelier__AP__726145_TMY3,44.2,-72.57,"[142710, 141620, 168458, 171985, 110456, 742548]"
1328,USA_TX_Wichita__Falls__Muni__AP__723510_TMY3,33.98,-98.5,"[188560, 213361, 219155, 192303, 160036, 981619]"
1329,USA_NC_Kinston__Stallings__AFB__723067_TMY3,35.32,-77.63,"[163532, 158694, 167829, 146255, 134287, 777771]"
1330,USA_PA_Bradford__Rgnl__AP__725266_TMY3,41.8,-78.63,"[164006, 180188, 179604, 154614, 114767, 797423]"
1331,USA_TN_Chattanooga-Lovell__Field__AP__723240_TMY,35.03,-85.2,"[160143, 171974, 166181, 158415, 125303, 786572]"
1332,USA_CA_Santa__Maria__Public__AP__723940_TMY,34.9,-120.45,"[191015, 226035, 230550, 204201, 159752, 1020328]"
1333,USA_GA_Savannah__722070_TMY2,32.13,-81.2,"[186843, 186323, 194248, 172043, 141578, 888486]"
1334,USA_AR_Bentonville__AWOS__723444_TMY3,36.35,-94.22,"[168513, 147094, 228034, 203387, 156330, 908198]"
1335,USA_AL_Mobile-Rgnl__AP__722230_TMY3,30.68,-88.25,"[172185, 179654, 176779, 169588, 147172, 852627]"
1336,USA_MN_Saint__Cloud__726550_TMY2,45.55,-94.07,"[175568, 186839, 191353, 165132, 120220, 842569]"
1337,USA_TX_Amarillo__Intl__AP__723630_TMY,35.23,-101.7,"[216180, 221498, 230733, 211744, 167315, 1050424]"
1338,USA_GA_Augusta__722180_TMY2,33.37,-81.97,"[173192, 185049, 193298, 175707, 143827, 878777]"
1339,USA_RI_Providence-T__F__Green__State__AP__725070_TMY,41.73,-71.43,"[165044, 169541, 170063, 147609, 114021, 773881]"
1340,USA_HI_Kahului__AP__911900_TMY3,20.9,-156.43,"[197800, 200848, 205550, 206544, 177934, 996024]"
1341,USA_IA_Algona__Muni__AP__725457_TMY3,43.08,-94.27,"[154418, 165343, 181878, 161520, 116238, 783508]"
1342,USA_TN_Memphis__Intl__AP__723340_TMY,35.05,-90.0,"[186932, 193948, 198498, 172971, 127643, 887261]"
1343,USA_WA_Pullman-Moscow__Rgnl__AP__727857_TMY3,46.75,-117.12,"[187044, 212115, 224594, 188793, 126707, 943679]"
1344,USA_NC_New__River__MCAS__723096_TMY3,34.7,-77.38,"[156160, 128388, 158000, 153975, 132968, 731984]"
1345,USA_ME_Presque__Isle__Muni__AP__727130_TMY3,46.68,-68.05,"[162637, 179805, 189865, 166393, 119354, 824637]"
1346,USA_AR_Hot__Springs__Mem__AP__723415_TMY3,34.47,-93.1,"[153374, 161920, 205140, 178354, 153859, 860516]"
1347,USA_TX_Port__Arthur-Jefferson__Co__AP__722410_TMY3,29.95,-94.02,"[174833, 186004, 193322, 177863, 150074, 889345]"
1348,USA_MD_Hagerstown-Washington__County__Rgnl__AP__724066_TMY3,39.7,-77.73,"[169845, 146616, 146292, 142258, 123205, 735622]"
1349,USA_AR_El__Dorado-Goodwin__Field__723419_TMY3,33.22,-92.82,"[167535, 176734, 194995, 201511, 144807, 893438]"
1350,USA_AK_Big__Delta-Allen__AAF__702670_TMY,64.0,-145.73,"[159255, 169060, 158707, 122630, 72496, 686957]"
1351,USA_TN_Nashville__Intl__AP__723270_TMY,36.13,-86.68,"[160593, 192253, 187590, 171889, 134205, 854073]"
1352,USA_UT_Bryce__Canyon__AP__724756_TMY,37.7,-112.15,"[229295, 247170, 237201, 212952, 185504, 1120766]"
1353,USA_MA_Boston-Logan__Intl__AP__725090_TMY3,42.37,-71.02,"[169198, 172926, 188103, 165764, 127735, 827283]"
1354,USA_AK_Sand__Point__703165_TMY3,55.32,-160.52,"[99636, 114149, 155029, 83810, 91223, 545993]"
1355,USA_IL_Mount__Vernon__AWOS__724335_TMY3,38.32,-88.87,"[155203, 199517, 210496, 198329, 139071, 909347]"
1356,USA_HI_Hilo__Intl__AP__912850_TMY,19.72,-155.07,"[155285, 156809, 164874, 155485, 145651, 784419]"
1357,USA_OR_Pendleton-Eastern__Oregon__Rgnl__AP__726880_TMY3,45.7,-118.83,"[191149, 212634, 226661, 207253, 140631, 981369]"
1358,USA_MN_Minneapolis-St__Paul__Intl__AP__726580_TMY3,44.88,-93.23,"[179897, 192531, 186621, 160180, 120737, 843035]"
1359,USA_AK_Anaktuvuk__Pass__701625_TMY3,68.13,-151.73,"[114539, 160699, 121681, 90588, 55337, 550874]"
1360,USA_NH_Laconia__Muni__AWOS__726155_TMY3,43.57,-71.42,"[162790, 209588, 206401, 171649, 116904, 873655]"
1361,USA_MI_Iron__Mountain-Ford__Field__727437_TMY3,45.82,-88.12,"[167470, 190152, 162187, 163613, 102773, 792860]"
1362,USA_AK_Hayes__River__702495_TMY3,61.98,-152.08,"[103589, 137842, 147317, 103195, 71319, 566014]"
1363,USA_SC_Columbia__723100_TMY2,33.95,-81.12,"[178544, 192642, 190478, 168479, 142443, 881028]"
1364,USA_NE_Kearney__Muni__AWOS__725526_TMY3,40.73,-99.0,"[143547, 174345, 211077, 202281, 150803, 887790]"
1365,USA_FL_West__Palm__Beach__Intl__AP__722030_TMY,26.68,-80.12,"[173428, 163863, 169469, 161445, 131902, 806970]"
1366,USA_TX_Waco__722560_TMY2,31.62,-97.22,"[180400, 204520, 218156, 192064, 157306, 959314]"
1367,USA_IA_Storm__Lake__Muni__AP__725496_TMY3,42.6,-95.23,"[162569, 166007, 211200, 150576, 117907, 816571]"
1368,USA_VA_Hot__Springs-Ingalls__Field__724115_TMY3,37.95,-79.83,"[167758, 162343, 180608, 153833, 135725, 802754]"
1369,USA_HI_Kapalua-West__Maui__AP__911904_TMY3,20.95,-156.63,"[201264, 214583, 200892, 187496, 168791, 977413]"
1370,USA_PA_Williamsport__725140_TMY2,41.27,-77.05,"[164993, 176717, 180301, 157745, 120311, 803820]"
1371,USA_SD_Aberdeen__Rgnl__AP__726590_TMY3,45.45,-98.42,"[172760, 180052, 201494, 175317, 124467, 862047]"
1372,USA_OH_Akron__725210_TMY2,40.92,-81.43,"[168885, 180082, 185003, 164395, 131726, 837119]"
1373,USA_TN_Nashville__Intl__AP__723270_TMY3,36.12,-86.68,"[169920, 198089, 191888, 177923, 133804, 878221]"
1374,USA_OH_Dayton__Intl__AP__724290_TMY3,39.9,-84.22,"[168302, 184222, 185171, 160817, 130706, 834320]"
1375,USA_WV_Beckley-Raleigh__County__Mem__AP__724120_TMY3,37.8,-81.12,"[154417, 158517, 160952, 165829, 119475, 766629]"
1376,USA_WY_Riverton__Rgnl__AP__725765_TMY3,43.05,-108.45,"[201919, 222328, 222544, 184930, 148058, 988023]"
1377,USA_VT_Burlington__Intl__AP__726170_TMY3,44.47,-73.15,"[158622, 181200, 183048, 163633, 114552, 808924]"
1378,USA_ME_Houlton__Intl__AP__727033_TMY3,46.12,-67.8,"[159624, 183689, 148282, 128970, 104199, 730736]"
1379,USA_KY_Louisville-Standiford__Field__724230_TMY3,38.18,-85.73,"[171082, 198416, 195176, 171309, 136011, 878145]"
1380,USA_MT_Livingston-Mission__Field__726798_TMY3,45.7,-110.45,"[183664, 191463, 213092, 187512, 129223, 911036]"
1381,USA_IA_Monticello__Muni__AP__725475_TMY3,42.23,-91.17,"[157018, 181365, 189810, 156167, 126724, 818081]"
1382,USA_SC_Greer__Greenville-Spartanburg__AP__723120_TMY,34.9,-82.22,"[174443, 190675, 173618, 173503, 139500, 859769]"
1383,USA_TX_Lubbock__Intl__AP__722670_TMY3,33.67,-101.82,"[201375, 217027, 209809, 199462, 153753, 985752]"
1384,USA_WI_Marshfield__Muni__AP__726574_TMY3,44.63,-90.18,"[169159, 194360, 183038, 176934, 133569, 865027]"
1385,USA_NE_Chadron__Muni__AP__725636_TMY3,42.83,-103.08,"[191587, 213877, 212245, 189996, 142348, 952831]"
1386,USA_GA_Macon-Middle__Georgia__Rgnl__AP__722170_TMY3,32.68,-83.65,"[191746, 198342, 196704, 172793, 134537, 898592]"
1387,USA_VA_Danville__Rgnl__AP__724106_TMY3,36.57,-79.33,"[156659, 157255, 155580, 157441, 152287, 784972]"
1388,USA_WA_Spokane-Felts__Field__727856_TMY3,47.68,-117.32,"[179713, 188198, 224193, 193726, 101141, 891071]"
1389,USA_CA_Camarillo__AWOS__723926_TMY3,34.22,-119.08,"[213720, 212460, 190282, 202467, 158301, 983631]"
1390,USA_ND_Minot__Intl__AP__727676_TMY,48.27,-101.28,"[184718, 190236, 203648, 166173, 117331, 869726]"
1391,USA_MT_Cut__Bank__727796_TMY2,48.6,-112.37,"[175939, 197079, 220711, 178782, 126096, 905742]"
1392,USA_MT_Helena__Rgnl__AP__727720_TMY3,46.6,-111.97,"[175237, 201605, 221714, 179163, 128857, 913006]"
1393,USA_AR_Little__Rock__AFB__723405_TMY3,34.92,-92.15,"[151228, 175364, 199445, 180065, 145859, 856659]"
1394,USA_TX_Laredo__Intl__AP__722520_TMY,27.53,-99.46,"[189105, 196856, 209520, 197985, 155621, 956042]"
1395,USA_OK_Clinton__Sherman__AP__723526_TMY3,35.33,-99.2,"[205185, 204221, 237907, 194029, 131651, 980692]"
1396,USA_ID_Coeur__dAlene__AWOS__727834_TMY3,47.77,-116.82,"[160144, 192404, 219044, 187982, 109051, 876984]"
1397,USA_OR_Astoria__727910_TMY2,46.15,-123.88,"[149315, 163504, 169549, 144129, 115611, 744921]"
1398,USA_IA_Muscatine__Muni__AP__725487_TMY3,41.37,-91.15,"[145241, 179806, 216811, 155038, 138797, 839366]"
1399,USA_NC_Cape__Hatteras__723040_TMY3,35.27,-75.55,"[181206, 185492, 190760, 174719, 143035, 880725]"
1400,USA_CA_Santa__Rosa__AWOS__724957_TMY3,38.52,-122.82,"[219464, 229551, 228828, 204147, 163157, 1053106]"
1401,USA_OR_Portland-Troutdale__AP__726985_TMY3,45.55,-122.4,"[146239, 178791, 192599, 175173, 138793, 839060]"
1402,USA_AZ_Phoenix__722780_TMY2,33.43,-112.02,"[242934, 248425, 242587, 222460, 188676, 1153908]"
1403,USA_CA_Ukiah__Muni__AP__725905_TMY3,39.13,-123.2,"[218286, 235860, 247742, 217141, 159811, 1087196]"
1404,USA_NY_Buffalo__725280_TMY2,42.93,-78.73,"[171308, 182017, 185858, 161086, 111367, 817818]"
1405,USA_TX_Harlingen-Valley__Intl__AP__722505_TMY3,26.23,-97.65,"[164996, 187966, 220492, 177380, 162623, 920590]"
1406,USA_MI_Battle__Creek-Kellogg__AP__725396_TMY3,42.3,-85.25,"[161438, 190178, 168142, 167486, 136099, 830572]"
1407,USA_ME_Rockland-Knox__AWOS__726079_TMY3,44.07,-69.1,"[159124, 172365, 194290, 165274, 110311, 808219]"
1408,USA_CA_Fresno__Air__Terminal__723890_TMY3,36.78,-119.72,"[219594, 245312, 242917, 227632, 171752, 1115379]"
1409,USA_TX_Houston-Bush__Intercontinental__AP__722430_TMY3,30.0,-95.37,"[165106, 178467, 191465, 169491, 151821, 859772]"
1410,USA_NY_New__York-LaGuardia__AP__725030_TMY,40.78,-73.88,"[148863, 158673, 157885, 139376, 114058, 721073]"
1411,USA_TX_Tyler-Pounds__Field__722448_TMY3,32.35,-95.4,"[178858, 161739, 219121, 184383, 150589, 896916]"
1412,USA_WI_Eau__Claire__726435_TMY2,44.87,-91.48,"[171515, 186798, 188956, 159968, 116753, 829542]"
1413,USA_AR_Texarkana-Webb__Field__723418_TMY3,33.45,-94.0,"[186444, 191541, 215640, 175260, 142457, 915766]"
1414,USA_ME_Wiscasset__AP__727135_TMY3,43.97,-69.72,"[129096, 138700, 187429, 178151, 112231, 752164]"
1415,USA_MT_Missoula__Intl__AP__727730_TMY,46.92,-114.08,"[159350, 187424, 226087, 183294, 127595, 892176]"
1416,USA_SD_Huron__Rgnl__AP__726540_TMY3,44.4,-98.22,"[177499, 199913, 206086, 173715, 132873, 893889]"
1417,USA_NJ_Newark__725020_TMY2,40.7,-74.17,"[168873, 176345, 175885, 160663, 128985, 814522]"
1418,USA_WY_Worland__Muni__AP__726665_TMY3,43.97,-107.95,"[196768, 207821, 224184, 198535, 144545, 973228]"
1419,USA_TX_Del__Rio__722610_TMY3,29.38,-100.91,"[152428, 193087, 218282, 180312, 164055, 916134]"
1420,USA_IN_Grissom__AFB__725335_TMY3,40.65,-86.15,"[178056, 187326, 189512, 153129, 129632, 841867]"
1421,USA_CA_Montague-Siskiyou__County__AP__725955_TMY3,41.78,-122.47,"[204732, 227520, 242341, 222640, 170492, 1075890]"
1422,USA_WI_Ephraim__AWOS__726626_TMY3,45.15,-87.15,"[164804, 191459, 194619, 173876, 115311, 845848]"
1423,USA_IA_Creston__Muni__AP__725474_TMY3,41.02,-94.37,"[155197, 164825, 180502, 162070, 130516, 797210]"
1424,USA_OR_Redmond__726835_TMY2,44.27,-121.15,"[190666, 219374, 234710, 208803, 157861, 1017021]"
1425,USA_GA_Savannah__Intl__AP__722070_TMY3,32.12,-81.2,"[192356, 179859, 193662, 172043, 129435, 874575]"
1426,USA_NV_Ely__724860_TMY2,39.28,-114.85,"[199793, 230641, 234832, 201023, 173809, 1048551]"
1427,USA_AK_McGrath__702310_TMY2,62.97,-155.62,"[147484, 151666, 145938, 108462, 65013, 622319]"
1428,USA_MT_Sidney-Richland__Muni__AP__727687_TMY3,47.7,-104.2,"[142344, 155150, 199005, 184428, 141242, 827956]"
1429,USA_IL_Moline-Quad__City__Intl__AP__725440_TMY,41.45,-90.52,"[159341, 187683, 187100, 164137, 127745, 834002]"
1430,USA_AK_Kodiak__AP__703500_TMY3,57.75,-152.5,"[128091, 150605, 126644, 123374, 76168, 611516]"
1431,USA_CA_Van__Nuys__AP__722886_TMY3,34.22,-118.48,"[203905, 233781, 239930, 224231, 162006, 1065710]"
1432,USA_MT_Lewistown__726776_TMY2,47.05,-109.45,"[172036, 196696, 212528, 180955, 128717, 894749]"
1433,USA_WA_Whidbey__Island__NAS__690230_TMY3,48.35,-122.67,"[161864, 179554, 204411, 157112, 115933, 825047]"
1434,USA_NV_Elko__Muni__AP__725825_TMY3,40.83,-115.8,"[186308, 229946, 233604, 209575, 163729, 1031461]"
1435,USA_AK_Gulkana__702710_TMY2,62.15,-145.45,"[146295, 165511, 164430, 122460, 75176, 679705]"
1436,USA_NE_Scottsbluff-W__B__Heilig__Field__725660_TMY3,41.87,-103.6,"[176100, 207474, 220130, 189668, 146949, 946389]"
1437,USA_TX_Rockport-Aransas__Co__AP__722524_TMY3,28.08,-97.05,"[162650, 193711, 223275, 215312, 181476, 984133]"
1438,USA_WI_Milwaukee-Mitchell__Intl__AP__726400_TMY,42.95,-87.9,"[166309, 192061, 197218, 173060, 125373, 858397]"
1439,USA_SC_Greenville-Downtown__AP__723119_TMY3,34.85,-82.35,"[178947, 170413, 180111, 159658, 129899, 823365]"
1440,USA_IA_Newton__Muni__AP__725464_TMY3,41.68,-93.02,"[124082, 155871, 167180, 165234, 134305, 751656]"
1441,USA_NM_Clovis__Muni__AWOS__722689_TMY3,34.43,-103.08,"[232294, 228858, 244794, 213492, 180990, 1108626]"
1442,USA_ND_Bismarck__Muni__AP__727640_TMY3,46.77,-100.77,"[183124, 202832, 207815, 171238, 132387, 899524]"
1443,USA_FL_Fort__Lauderdale__Executive__AP__722039_TMY3,26.2,-80.17,"[164135, 139426, 197838, 157324, 130852, 796521]"
1444,USA_IL_Carbondale-Southern__Illinois__AP__724336_TMY3,37.77,-89.25,"[146340, 184448, 171593, 157935, 138780, 805409]"
1445,USA_TX_San__Antonio__Intl__AP__722530_TMY3,29.53,-98.47,"[174977, 198702, 203627, 205993, 172383, 962098]"
1446,USA_MI_Traverse__City__726387_TMY2,44.73,-85.58,"[174831, 189143, 187004, 157421, 113687, 827055]"
1447,USA_WA_Renton__Muni__AP__727934_TMY3,47.48,-122.22,"[170406, 176368, 196662, 171986, 97840, 820961]"
1448,USA_MD_Baltimore__724060_TMY2,39.18,-76.67,"[167630, 188630, 187458, 162706, 128525, 839341]"
1449,USA_TX_Lubbock__Intl__AP__722670_TMY,33.65,-101.82,"[223897, 246409, 242261, 222269, 170862, 1114042]"
1450,USA_MT_Billings-Logan__Intl__AP__726770_TMY,45.8,-108.53,"[176076, 215767, 228075, 201890, 139421, 967280]"
1451,USA_WA_Seattle-Tacoma__Intl__AP__727930_TMY3,47.47,-122.32,"[162020, 177826, 193142, 156301, 110330, 807302]"
1452,USA_OR_Medford__725970_TMY2,42.37,-122.87,"[197201, 216791, 244442, 210504, 154450, 1029996]"
1453,USA_ND_Grand__Forks__Intl__AP__727576_TMY3,47.95,-97.18,"[181859, 178648, 201332, 167750, 121060, 858644]"
1454,USA_ME_Bar__Harbor__AWOS__726077_TMY3,44.45,-68.37,"[157462, 137709, 177811, 153984, 118473, 748606]"
1455,USA_WA_Spokane__Intl__AP__727850_TMY,47.62,-117.65,"[186097, 199646, 224136, 189813, 143965, 946182]"
1456,USA_NC_Pitt__Greenville__AP__723065_TMY3,35.63,-77.4,"[186511, 179468, 201664, 178142, 143085, 896340]"
1457,USA_WI_Milwaukee__726400_TMY2,42.95,-87.9,"[176366, 196501, 189153, 168802, 128907, 864819]"
1458,USA_SC_Greenville-Spartanburg__723120_TMY2,34.9,-82.22,"[175206, 187186, 188101, 178128, 143745, 878388]"
1459,USA_AZ_Scottsdale__Muni__AP__722789_TMY3,33.62,-111.92,"[236647, 254184, 226288, 205346, 178639, 1108843]"
1460,USA_MN_Little__Falls__AWOS__726578_TMY3,45.95,-94.35,"[136063, 156726, 184005, 181488, 125586, 785611]"
1461,USA_NV_Elko__725825_TMY2,40.83,-115.78,"[193726, 216740, 222211, 204795, 163485, 1008861]"
1462,USA_CA_Fairfield-Travis__AFB__745160_TMY3,38.27,-121.93,"[228523, 243559, 234878, 212699, 173363, 1101054]"
1463,USA_VA_Farmville__Muni__AP__724017_TMY3,37.35,-78.43,"[134349, 177836, 190191, 198625, 146952, 852018]"
1464,USA_LA_Lake__Charles__AP__722404_TMY3,30.22,-93.17,"[153714, 188398, 197893, 179125, 163946, 887558]"
1465,USA_MI_Jackson-Reynolds__Field__725395_TMY3,42.27,-84.47,"[148836, 152165, 200900, 157384, 119411, 783154]"
1466,USA_CO_Lamar__Muni__AP__724636_TMY3,38.07,-102.68,"[200241, 227624, 219330, 198982, 168710, 1023210]"
1467,USA_AK_Bethel__AP__702190_TMY3,60.78,-161.83,"[133875, 137457, 134953, 95056, 63518, 568793]"
1468,USA_AL_Montgomery-Dannelly__Field__722260_TMY3,32.3,-86.4,"[180625, 187055, 181511, 179087, 153280, 887479]"
1469,USA_NY_Utica-Oneida__County__AP__725197_TMY3,43.15,-75.38,"[152915, 182110, 173071, 140323, 95263, 747730]"
1470,USA_CA_China__Lake__NAF__746120_TMY3,35.68,-117.68,"[241469, 256519, 245259, 229582, 184207, 1165766]"
1471,USA_AR_Siloam__Spring__AWOS__723443_TMY3,36.18,-94.48,"[164141, 203779, 214031, 196442, 158003, 944695]"
1472,USA_MT_Great__Falls__727755_TMY2,47.48,-111.37,"[169780, 206309, 213658, 183583, 136897, 917587]"
1473,USA_TX_San__Antonio-Kelly__AFB__722535_TMY3,29.38,-98.58,"[179001, 206463, 197328, 188526, 165695, 941002]"
1474,USA_MO_St__Louis-Lambert__Intl__AP__724340_TMY3,38.75,-90.37,"[164801, 199112, 202159, 168513, 144606, 887199]"
1475,USA_CA_San__Diego__722900_TMY2,32.73,-117.17,"[193323, 198744, 211211, 205108, 161082, 973636]"
1476,USA_ME_Edmundston-Northern__Aroostook__Rgnl__AP__726083_TMY3,47.28,-68.32,"[157172, 171606, 160420, 133479, 109553, 736781]"
1477,USA_CA_Arcata__AP__725945_TMY3,40.98,-124.1,"[166167, 185085, 185520, 158046, 125128, 827882]"
